Gf_GL_post_date,Gf_Date,Gf_Amount,Gf_Gift_ID,Gf_Apls_1_01_Appeal_ID,Gf_Apls_1_01_Description,Gf_Apls_1_01_Ap_Appeal_category,Gf_Cmps_1_01_Campaign_ID,Gf_Cmps_1_01_Description,Gf_Pks_1_01_Package_ID,Gf_Pks_1_01_Description,Gf_Fnds_1_01_Fund_ID,Gf_Fnds_1_01_Description,Gf_CnBio_ID,Gf_CnBio_Age,Gf_CnAdrPrf_State,Gf_CnCnstncy_1_01_CodeShort,Gf_CnCnstncy_1_01_CodeLong,Gf_CnCnstncy_1_02_CodeShort,Gf_CnCnstncy_1_02_CodeLong
8/5/14,8/7/14,35,95538,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,73803,,NY,DON,Donor,,
8/27/14,8/28/14,35,95944,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,13905,,CT,DON,Donor,,
9/5/14,9/5/14,35,96003,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,CW15993,,SC,DON,Donor,,
11/24/14,11/26/14,25,98216,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,105433,,AZ,DON,Donor,,
11/24/14,11/26/14,25,98217,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,CW19974,,CO,DON,Donor,,
7/15/14,7/17/14,35,95279,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,99714,,MD,DON,Donor,,
7/15/14,7/17/14,40,95280,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,100781,,IL,DON,Donor,,
7/15/14,7/17/14,50,95281,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,103325,,NY,DON,Donor,,
7/22/14,7/25/14,25,95333,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,103271,,PA,DON,Donor,,
7/22/14,7/25/14,35,95334,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,108389,,CA,DON,Donor,,
7/22/14,7/25/14,45,95335,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,13002,,MA,DON,Donor,,
4/24/14,4/28/14,35,93886,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,65791,,NY,DON,Donor,,
4/24/14,4/28/14,35,93889,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,67142,,NY,DON,Donor,,
4/24/14,4/28/14,30,93903,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,108125,,MI,DON,Donor,,
4/24/14,4/28/14,55,93905,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,97923,,CT,DON,Donor,,
7/15/14,7/17/14,25,95277,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,101807,,MO,DON,Donor,,
7/15/14,7/17/14,25,95278,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,CW22552,,GA,DON,Donor,,
4/24/14,4/28/14,25,93878,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,101566,,FL,DON,Donor,,
4/24/14,4/28/14,35,93880,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,106619,,KY,DON,Donor,,
4/24/14,4/28/14,35,93881,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,104275,,VA,DON,Donor,,
4/24/14,4/28/14,35,93882,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,109868,,IN,DON,Donor,,
4/24/14,4/28/14,35,93883,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,105295,,CA,DON,Donor,,
4/24/14,4/28/14,35,93885,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,105416,,LA,DON,Donor,,
4/24/14,4/28/14,20,93868,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,111169,,WA,DON,Donor,,
4/24/14,4/28/14,20,93869,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,110042,,SC,DON,Donor,,
4/24/14,4/28/14,25,93871,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,108570,,NY,DON,Donor,,
4/24/14,4/28/14,25,93872,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,66935,,NJ,DON,Donor,,
4/24/14,4/28/14,25,93876,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,73749,,NY,DON,Donor,,
4/24/14,4/28/14,25,93877,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,102233,,MD,DON,Donor,,
4/24/14,4/28/14,10,93852,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,110624,,OH,DON,Donor,,
4/24/14,4/28/14,10,93853,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,98386,,NJ,DON,Donor,,
4/24/14,4/28/14,15,93860,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,51459,,NY,DON,Donor,,
4/24/14,4/28/14,20,93863,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,51305,,FL,DON,Donor,,
4/24/14,4/28/14,20,93865,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,106698,,MN,DON,Donor,,
4/24/14,4/28/14,20,93866,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,109481,,NV,DON,Donor,,
4/16/14,4/21/14,35,93545,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,100615,,NY,DON,Donor,,
4/16/14,4/21/14,40,93548,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,105372,,AL,DON,Donor,,
4/16/14,4/21/14,50,93556,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,2117,,CT,DON,Donor,,
4/16/14,4/21/14,50,93558,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,104822,,DC,DON,Donor,,
4/16/14,4/21/14,60,93561,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,108745,,NJ,DON,Donor,,
4/17/14,4/22/14,45,93734,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,102843,,MD,DON,Donor,,
4/16/14,4/21/14,35,93536,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,104580,,OH,DON,Donor,,
4/16/14,4/21/14,35,93537,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,CW22490,,NJ,DON,Donor,,
4/16/14,4/21/14,35,93538,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,101484,,IL,DON,Donor,,
4/16/14,4/21/14,35,93542,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,110407,,DC,DON,Donor,,
4/16/14,4/21/14,35,93543,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,108349,,NY,DON,Donor,,
4/16/14,4/21/14,35,93544,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A2,2014 March DM Renewal - Group R34A2,801-9437,Direct Mail Renewal,109197,,NY,DON,Donor,,
4/16/14,4/21/14,40,93547,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,21163,,NY,DON,Donor,,
4/16/14,4/21/14,50,93551,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,68521,,PA,DON,Donor,,
4/16/14,4/21/14,50,93554,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,105777,,IL,DON,Donor,,
4/16/14,4/21/14,50,93555,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,111430,,IL,DON,Donor,,
4/16/14,4/21/14,50,93557,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,107521,,NJ,DON,Donor,,
4/16/14,4/21/14,50,93560,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,62847,,NY,DON,Donor,,
10/21/14,10/24/14,50,97406,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,38050,,CA,DON,Donor,,
7/2/14,7/2/14,25,95106,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,58063,,NY,DON,Donor,,
7/2/14,7/2/14,40,95111,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,110765,,SC,DON,Donor,,
7/2/14,7/2/14,50,95112,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,65471,,MI,DON,Donor,,
7/2/14,7/7/14,50,95201,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,100382,,FL,DON,Donor,,
10/6/14,10/8/14,50,97045,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,102550,,NJ,DON,Donor,,
11/18/14,11/21/14,50,98069,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,94652,,OK,DON,Donor,,
5/27/14,5/30/14,20,94568,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9423,Direct Mail Acquisition,103597,,FL,DON,Donor,,
5/28/14,5/30/14,50,94599,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,105181,,FL,DON,Donor,,
5/28/14,5/30/14,75,94600,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,106297,,NY,DON,Donor,,
6/18/14,6/19/14,50,94987,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,3872,,OH,DON,Donor,,
6/18/14,6/19/14,75,94991,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,104825,,CA,DON,Donor,,
6/18/14,6/19/14,100,94992,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,5865,,PA,DON,Donor,,
5/2/14,5/5/14,50,94139,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,108197,,FL,DON,Donor,,
5/2/14,5/5/14,50,94140,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,102883,,GA,DON,Donor,,
5/2/14,5/5/14,50,94141,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,49198,,IL,DON,Donor,,
5/2/14,5/5/14,60,94143,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,97949,,NJ,DON,Donor,,
5/12/14,5/13/14,50,94165,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,18499,,NY,DON,Donor,,
5/12/14,5/13/14,60,94172,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,342,,MD,DON,Donor,,
4/29/14,4/30/14,50,93994,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,104791,,NY,DON,Donor,,
4/29/14,4/30/14,50,93995,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,110816,,DE,DON,Donor,,
4/29/14,4/30/14,60,93997,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,76373,,FL,DON,Donor,,
4/29/14,4/30/14,100,93999,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,10688,,PA,DON,Donor,,
4/29/14,4/30/14,100,94000,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,100905,,MI,DON,Donor,,
4/29/14,4/30/14,100,94085,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,108170,,VA,DON,Donor,,
9/25/14,9/26/14,60,96670,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,103981,,MD,DON,Donor,,
4/24/14,4/28/14,65,93894,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,89349,,NY,DON,Donor,,
4/24/14,4/28/14,65,93895,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,111429,,VA,DON,Donor,,
4/24/14,4/28/14,100,93898,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,105720,,CA,DON,Donor,,
4/29/14,4/30/14,25,93964,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,60584,,TX,DON,Donor,,
4/29/14,4/30/14,50,93992,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,108544,,OH,DON,Donor,,
8/20/14,8/22/14,100,95839,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,79775,,NJ,DON,Donor,,
12/26/14,12/29/14,75,99336,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,111393,,NC,DON,Donor,,
12/29/14,12/31/14,80,99399,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,24219,,PA,DON,Donor,,
9/5/14,9/5/14,50,96004,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,96073,,DC,DON,Donor,,
9/17/14,9/19/14,50,96192,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,103628,,DC,DON,Donor,,
9/25/14,9/26/14,50,96669,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,104790,,KY,DON,Donor,,
4/17/14,4/22/14,50,93737,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,104232,,OH,DON,Donor,,
4/24/14,4/28/14,50,93891,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,71617,,IL,DON,Donor,,
4/24/14,4/28/14,50,93892,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,102115,,CO,DON,Donor,,
4/24/14,4/28/14,50,93893,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,111621,,OH,DON,Donor,,
7/28/14,7/28/14,40,95365,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,108399,,NJ,DON,Donor,,
7/31/14,7/31/14,75,95376,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,101939,,WA,DON,Donor,,
4/16/14,4/21/14,60,93562,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,106985,,MD,DON,Donor,,
4/16/14,4/21/14,65,93564,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,58998,,IL,DON,Donor,,
4/16/14,4/21/14,75,93565,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,15222,,PA,DON,Donor,,
4/16/14,4/21/14,75,93566,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,111539,,DC,DON,Donor,,
4/17/14,4/22/14,50,93735,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,105382,,MD,DON,Donor,,
4/17/14,4/22/14,50,93736,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A3,2014 March DM Renewal - Group R34A3,801-9437,Direct Mail Renewal,106298,,PA,DON,Donor,,
4/7/14,4/8/14,200,93295,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,105872,,MD,DON,Donor,,
4/10/14,4/11/14,100,93493,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,95469,,DC,DON,Donor,,
4/10/14,4/11/14,150,93495,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,106052,,NY,DON,Donor,,
4/10/14,4/11/14,150,93496,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,110553,,NY,DON,Donor,,
4/10/14,4/11/14,150,93497,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,8451,,CA,DON,Donor,,
4/16/14,4/21/14,100,93567,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,5540,,TN,DON,Donor,,
12/31/14,1/11/15,100,99692,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,101256,,CA,DON,Donor,,
12/31/14,1/11/15,100,99693,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,10434,,NY,DON,Donor,,
7/2/14,7/2/14,100,95114,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,104064,,IL,DON,Donor,,
11/6/14,11/10/14,100,97741,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,CW16178,,PA,DON,Donor,,
11/14/14,11/14/14,200,97798,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,9624,,NY,DON,Donor,,
2/19/15,2/23/15,175,101075,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,105099,,OR,DON,Donor,,
5/12/14,5/13/14,100,94167,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,52420,,IL,DON,Donor,,
5/12/14,5/13/14,100,94168,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,90433,,NJ,DON,Donor,,
5/12/14,5/13/14,100,94169,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,108834,,NJ,DON,Donor,,
5/12/14,5/13/14,300,94173,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,99653,,GA,DON,Donor,,
5/13/14,5/19/14,200,94293,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,2645,,NY,DON,Donor,,
5/28/14,5/30/14,100,94601,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,10018,,MA,DON,Donor,,
7/25/14,7/25/14,100,95357,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,110817,,AZ,DON,Donor,,
8/5/14,8/7/14,75,95539,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,50897,,NY,DON,Donor,,
11/24/14,11/26/14,100,98219,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,106482,,MI,DON,Donor,,
12/11/14,12/15/14,195,98480,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,27230,,MD,DON,Donor,,
12/31/14,1/11/15,100,99463,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,104476,,CT,OnlDon,Online Donor,,
5/2/14,5/5/14,125,94145,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,101778,,DC,DON,Donor,,
4/16/14,4/21/14,100,93568,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,R34A4,2014 March DM Renewal - Group R34A4,801-9437,Direct Mail Renewal,106759,,NY,DON,Donor,,
