Gf_GL_post_date,Gf_Date,Gf_Amount,Gf_Gift_ID,Gf_Apls_1_01_Appeal_ID,Gf_Apls_1_01_Description,Gf_Apls_1_01_Ap_Appeal_category,Gf_Cmps_1_01_Campaign_ID,Gf_Cmps_1_01_Description,Gf_Pks_1_01_Package_ID,Gf_Pks_1_01_Description,Gf_Fnds_1_01_Fund_ID,Gf_Fnds_1_01_Description,Gf_CnBio_ID,Gf_CnBio_Age,Gf_CnAdrPrf_State,Gf_CnCnstncy_1_01_CodeShort,Gf_CnCnstncy_1_01_CodeLong,Gf_CnCnstncy_1_02_CodeShort,Gf_CnCnstncy_1_02_CodeLong
8/14/13,8/20/13,10,86921,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,,,801-9437,Direct Mail Renewal,87442,,NY,DON,Donor,,
8/14/13,8/16/13,5,86802,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,,,801-9437,Direct Mail Renewal,99360,,OH,DON,Donor,,
10/3/13,10/4/13,5,87688,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,,,801-9437,Direct Mail Renewal,108339,,CA,DON,Donor,,
7/22/14,7/25/14,4,95319,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,102321,,MD,DON,Donor,,
7/22/14,7/25/14,5,95320,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,101517,,IA,DON,Donor,,
7/22/14,7/25/14,20,95321,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,109173,,OK,DON,Donor,,
7/22/14,7/25/14,150,95322,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,35481,,NC,DON,Donor,,
7/25/14,7/25/14,1,95345,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,102310,,GA,DON,Donor,,
7/25/14,7/25/14,12,95346,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,102135,,CA,DON,Donor,,
10/29/14,10/30/14,35,97437,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,67712,,NY,DON,Donor,,
8/27/14,8/28/14,20,95952,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,109173,,OK,DON,Donor,,
9/5/14,9/5/14,100,95989,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,105125,,CT,DON,Donor,,
12/31/14,1/23/15,250,100330,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,100907,,FL,DON,Donor,,
10/16/14,10/17/14,500,97291,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,104014,,IL,DON,Donor,,
11/6/14,11/10/14,10,97737,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,109901,,MD,DON,Donor,,
11/14/14,11/14/14,50,97797,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,103348,,OH,DON,Donor,,
8/5/14,8/8/14,2,95545,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,109776,,TX,DON,Donor,,
8/5/14,8/8/14,50,95546,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,95797,,OH,DON,Donor,,
8/11/14,8/15/14,50,95736,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,60544,,IL,DON,Donor,,
8/11/14,8/15/14,60,95737,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,342,,MD,DON,Donor,,
8/11/14,8/15/14,100,95738,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,87174,,NY,DON,Donor,,
8/27/14,8/28/14,1,95951,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,102310,,GA,DON,Donor,,
7/25/14,7/25/14,50,95347,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,110664,,PA,DON,Donor,,
7/25/14,7/25/14,60,95348,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,106054,,WA,DON,Donor,,
7/28/14,7/28/14,5,95359,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,106133,,CA,DON,Donor,,
7/31/14,7/31/14,15,95380,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,110913,,NC,DON,Donor,,
7/31/14,7/31/14,100,95381,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,37995,,CA,DON,Donor,,
8/1/14,8/1/14,50,95382,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,14AC,2014 Annual Conference Ask,801-9437,Direct Mail Renewal,108264,,OH,DON,Donor,,
2/13/13,2/14/13,10,82369,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,CW15352,,FL,DON,Donor,,
2/13/13,2/15/13,25,82642,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,109619,,NY,DON,Donor,,
2/13/13,2/15/13,25,82643,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,103668,,CA,DON,Donor,,
2/13/13,2/15/13,5,82644,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,103214,,GA,DON,Donor,,
2/13/13,2/15/13,20,82645,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,98763,,GA,DON,Donor,,
2/13/13,2/15/13,20.06,82646,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,101126,,WA,DON,Donor,,
7/21/15,7/22/15,10,103812,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,CW15352,,FL,DON,Donor,,
7/1/15,7/1/15,25,103635,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,106756,,TX,DON,Donor,,
7/8/15,7/9/15,41.25,103695,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,34523,,IL,DON,Donor,,
7/14/15,7/16/15,10,103739,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,104664,,DC,DON,Donor,,
7/14/15,7/16/15,10,103740,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,104664,,DC,DON,Donor,,
7/14/15,7/16/15,5,103741,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,111448,,CA,DON,Donor,,
5/27/15,5/29/15,35,102907,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,69694,,MA,DON,Donor,,
6/3/15,6/4/15,50,103093,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,113302,,OH,DON,Donor,,
6/16/15,6/18/15,10,103358,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,110302,,OH,DON,Donor,,
6/16/15,6/18/15,10,103359,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,CW15352,,FL,DON,Donor,,
6/23/15,6/23/15,25,103461,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9423,Direct Mail Acquisition,114293,,PA,DON,Donor,,
7/1/15,7/1/15,100,103628,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9423,Direct Mail Acquisition,114312,,IL,DON,Donor,,
9/18/13,9/20/13,50,87547,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,99505,,AZ,DON,Donor,,
9/25/13,9/26/13,50,87636,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,24626,,PA,DON,Donor,,
4/15/15,4/17/15,5,102331,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,103214,,GA,DON,Donor,,
4/15/15,4/17/15,65,102332,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,100371,,MN,DON,Donor,,
4/22/15,4/23/15,65,102403,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,102377,,UT,DON,Donor,,
5/20/15,5/21/15,10,102718,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,CW15352,,FL,DON,Donor,,
11/25/15,11/30/15,50,105794,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,108638,,GA,DON,Donor,,
11/25/15,11/30/15,15,105795,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,111659,,FL,DON,Donor,,
11/25/15,11/30/15,25,105796,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,109301,,NY,DON,Donor,,
11/25/15,11/30/15,35,105797,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,69694,,MA,DON,Donor,,
9/11/13,9/13/13,10,87449,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,104664,,DC,DON,Donor,,
9/11/13,9/13/13,10,87450,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,CW15352,,FL,DON,Donor,,
10/7/15,10/7/15,50,104542,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,5500,,IN,DON,Donor,,
8/14/13,8/20/13,10,86917,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,CW15352,,FL,DON,Donor,,
11/17/15,11/23/15,10,105636,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,CW15352,,FL,DON,Donor,,
11/17/15,11/23/15,25,105637,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,113431,,CA,DON,Donor,,
11/25/15,11/30/15,50,105793,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,15206,,NJ,DON,Donor,,
3/25/15,3/26/15,10,102043,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,104664,,DC,DON,Donor,,
4/9/15,4/13/15,10,102235,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,CW15352,,FL,DON,Donor,,
12/31/13,1/14/14,25,89936,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,107845,,CO,DON,Donor,,
12/31/13,1/14/14,60,89937,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,48859,,MO,DON,Donor,,
12/31/13,1/14/14,20,89935,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,101947,,PA,DON,Donor,,
12/31/14,1/9/15,30,99807,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,109459,,GA,DON,Donor,,
12/31/14,1/9/15,25,99812,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,113883,,NY,DON,Donor,,
3/18/15,3/19/15,10,101517,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,CW15352,,FL,DON,Donor,,
3/18/15,3/19/15,20.04,101518,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,101126,,WA,DON,Donor,,
3/18/15,3/19/15,75,101519,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,105018,,WI,DON,Donor,,
12/27/13,1/2/14,100,89627,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,106511,,PA,DON,Donor,,
12/27/13,1/2/14,1,89628,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,100000,,,DON,Donor,,
12/27/13,1/2/14,20,89629,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,109173,,OK,DON,Donor,,
12/31/13,1/14/14,50,89932,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,1440,,NY,DON,Donor,,
12/31/13,1/14/14,50,89933,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,103963,,NY,DON,Donor,,
12/31/13,1/14/14,10,89934,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,103346,,MI,DON,Donor,,
12/19/13,12/20/13,10,89402,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,104664,,DC,DON,Donor,,
12/19/13,12/20/13,15,89403,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,8955,,WI,DON,Donor,,
12/19/13,12/20/13,50,89404,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,106230,,,DON,Donor,,
12/27/13,1/2/14,100,89626,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,97094,,OH,DON,Donor,,
7/25/13,7/26/13,25,86683,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9423,Direct Mail Acquisition,111130,,OH,DON,Donor,,
7/25/13,7/26/13,50,86684,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,6311,,GA,DON,Donor,,
11/18/14,11/21/14,60,98062,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,99505,,AZ,DON,Donor,,
12/5/13,12/5/13,25,89200,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,69694,,MA,DON,Donor,,
12/5/13,12/5/13,50,89201,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,73784,,MI,DON,Donor,,
12/19/13,12/20/13,5,89401,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9423,Direct Mail Acquisition,111448,,CA,DON,Donor,,
7/9/13,7/12/13,75,86177,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,66676,,NY,DON,Donor,,
7/9/13,7/12/13,10,86179,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,103346,,MI,DON,Donor,,
7/9/13,7/12/13,20,86180,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,103214,,GA,DON,Donor,,
7/25/13,7/26/13,10,86682,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,CW15352,,FL,DON,Donor,,
12/31/14,1/23/15,10,100321,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,CW15352,,FL,DON,Donor,,
12/31/14,1/23/15,500,100322,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,99741,79,MI,DON,Donor,,
2/19/15,2/23/15,5,101098,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,111455,,AL,DON,Donor,,
2/19/15,2/23/15,10,101099,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,101698,,FL,DON,Donor,,
6/19/13,6/21/13,25,85793,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,103025,,PA,DON,Donor,,
6/19/13,6/21/13,75,85794,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,108384,,OH,DON,Donor,,
10/1/14,10/3/14,37.51,96913,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9423,Direct Mail Acquisition,113207,,IL,DON,Donor,,
10/6/14,10/8/14,50,97025,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,5500,,IN,DON,Donor,,
10/6/14,10/8/14,50,97026,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9423,Direct Mail Acquisition,113302,,OH,DON,Donor,,
11/14/14,11/14/14,20,97802,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,102947,,NY,DON,Donor,,
12/31/14,1/23/15,5,100320,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,103214,,GA,DON,Donor,,
9/17/14,9/19/14,25,96204,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,108636,,NM,DON,Donor,,
9/25/14,9/26/14,5,96664,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,103214,,GA,DON,Donor,,
9/25/14,9/26/14,10,96665,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9423,Direct Mail Acquisition,113169,,NY,DON,Donor,,
9/25/14,9/26/14,20,96666,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,106756,,TX,DON,Donor,,
9/25/14,9/26/14,50,96667,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,108638,,GA,DON,Donor,,
10/1/14,10/3/14,5,96912,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9423,Direct Mail Acquisition,113206,,TX,DON,Donor,,
8/19/15,8/20/15,5,104000,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,103214,,GA,DON,Donor,,
8/19/15,8/20/15,10,104001,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,CW15352,,FL,DON,Donor,,
8/19/15,8/20/15,50,104002,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9423,Direct Mail Acquisition,114327,,IL,DON,Donor,,
9/23/15,9/24/15,10,104267,4002,Individual Contributions,Contributions,15 ANN FUND,2015 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,CW15352,,FL,DON,Donor,,
9/17/14,9/19/14,5,96203,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,111448,,CA,DON,Donor,,
10/29/14,10/31/14,20,97461,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,109173,,OK,DON,Donor,,
10/29/14,10/31/14,35,97462,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9423,Direct Mail Acquisition,113446,,OH,DON,Donor,,
6/18/14,6/19/14,10,95029,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,104664,,DC,DON,Donor,,
6/18/14,6/19/14,20,95030,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,109173,,OK,DON,Donor,,
6/18/14,6/19/14,35,95031,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,100000,,,DON,Donor,,
7/2/14,7/2/14,25,95071,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,103025,,PA,DON,Donor,,
2/25/14,2/25/14,10,92308,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,CW15352,,FL,DON,Donor,,
2/25/14,2/25/14,50,92309,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,105018,,WI,DON,Donor,,
10/21/14,10/24/14,25,97415,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9423,Direct Mail Acquisition,113431,,CA,DON,Donor,,
3/20/14,3/24/14,5,92850,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,103214,,GA,DON,Donor,,
3/20/14,3/24/14,15,92851,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,104386,,MS,DON,Donor,,
3/20/14,3/24/14,25,92852,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9423,Direct Mail Acquisition,112038,,OH,DON,Donor,,
8/22/13,8/22/13,10,88661,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,97640,,OH,DON,Donor,,
11/5/13,11/8/13,1,88798,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,A&R WM,White Mail (Acquisitions/Renewals),801-9437,Direct Mail Renewal,100000,,,DON,Donor,,
