R15A1,1296,143
R15A2,2187,221
R15A3,868,91
R15A4,688,58
R15A6,32,1
R15B1,744,26
R15B2,1208,25
R15B3,457,13
R15B4,306,3
R15C1,651,13
R15C2,1147,18
R15C3,308,6
R15D1,443,6
R15D2,904,15
R15D3,175,2
R15D4,143,3
R15E1,359,2
R15E2,902,10
R15E3,159,1
R15E4,137,2
R15F1,217,1
R15F2,320,5
R15F3,88,2
R15G1,469,1
R15G2,643,5
R15G3,195,1
R15G4,96,1
R15H1,424,2
R15H2,555,3
R15I1,20775,53
R15I2,12720,34
R15I3,2966,12
R15I4,1586,2
