Gf_Date,Gf_Apls_1_01_Description,Gf_Gift_ID,Gf_CnAdrPrf_State,Gf_Amount,Gf_CnBio_ID,Gf_Pks_1_01_Package_ID
8/20/13,Individual Contributions,86921,NY,10,87442,
8/16/13,Individual Contributions,86802,OH,5,99360,
10/4/13,Individual Contributions,87688,CA,5,108339,
7/25/14,Individual Contributions,95319,MD,4,102321,14AC
7/25/14,Individual Contributions,95320,IA,5,101517,14AC
7/25/14,Individual Contributions,95321,OK,20,109173,14AC
7/25/14,Individual Contributions,95322,NC,150,35481,14AC
7/25/14,Individual Contributions,95345,GA,1,102310,14AC
7/25/14,Individual Contributions,95346,CA,12,102135,14AC
10/30/14,Individual Contributions,97437,NY,35,67712,14AC
8/28/14,Individual Contributions,95952,OK,20,109173,14AC
9/5/14,Individual Contributions,95989,CT,100,105125,14AC
1/23/15,Individual Contributions,100330,FL,250,100907,14AC
10/17/14,Individual Contributions,97291,IL,500,104014,14AC
11/10/14,Individual Contributions,97737,MD,10,109901,14AC
11/14/14,Individual Contributions,97797,OH,50,103348,14AC
8/8/14,Individual Contributions,95545,TX,2,109776,14AC
8/8/14,Individual Contributions,95546,OH,50,95797,14AC
8/15/14,Individual Contributions,95736,IL,50,60544,14AC
8/15/14,Individual Contributions,95737,MD,60,342,14AC
8/15/14,Individual Contributions,95738,NY,100,87174,14AC
8/28/14,Individual Contributions,95951,GA,1,102310,14AC
7/25/14,Individual Contributions,95347,PA,50,110664,14AC
7/25/14,Individual Contributions,95348,WA,60,106054,14AC
7/28/14,Individual Contributions,95359,CA,5,106133,14AC
7/31/14,Individual Contributions,95380,NC,15,110913,14AC
7/31/14,Individual Contributions,95381,CA,100,37995,14AC
8/1/14,Individual Contributions,95382,OH,50,108264,14AC
2/14/13,Individual Contributions,82369,FL,10,CW15352,A&R WM
2/15/13,Individual Contributions,82642,NY,25,109619,A&R WM
2/15/13,Individual Contributions,82643,CA,25,103668,A&R WM
2/15/13,Individual Contributions,82644,GA,5,103214,A&R WM
2/15/13,Individual Contributions,82645,GA,20,98763,A&R WM
2/15/13,Individual Contributions,82646,WA,20.06,101126,A&R WM
7/22/15,Individual Contributions,103812,FL,10,CW15352,A&R WM
7/1/15,Individual Contributions,103635,TX,25,106756,A&R WM
7/9/15,Individual Contributions,103695,IL,41.25,34523,A&R WM
7/16/15,Individual Contributions,103739,DC,10,104664,A&R WM
7/16/15,Individual Contributions,103740,DC,10,104664,A&R WM
7/16/15,Individual Contributions,103741,CA,5,111448,A&R WM
5/29/15,Individual Contributions,102907,MA,35,69694,A&R WM
6/4/15,Individual Contributions,103093,OH,50,113302,A&R WM
6/18/15,Individual Contributions,103358,OH,10,110302,A&R WM
6/18/15,Individual Contributions,103359,FL,10,CW15352,A&R WM
6/23/15,Individual Contributions,103461,PA,25,114293,A&R WM
7/1/15,Individual Contributions,103628,IL,100,114312,A&R WM
9/20/13,Individual Contributions,87547,AZ,50,99505,A&R WM
9/26/13,Individual Contributions,87636,PA,50,24626,A&R WM
4/17/15,Individual Contributions,102331,GA,5,103214,A&R WM
4/17/15,Individual Contributions,102332,MN,65,100371,A&R WM
4/23/15,Individual Contributions,102403,UT,65,102377,A&R WM
5/21/15,Individual Contributions,102718,FL,10,CW15352,A&R WM
11/30/15,Individual Contributions,105794,GA,50,108638,A&R WM
11/30/15,Individual Contributions,105795,FL,15,111659,A&R WM
11/30/15,Individual Contributions,105796,NY,25,109301,A&R WM
11/30/15,Individual Contributions,105797,MA,35,69694,A&R WM
9/13/13,Individual Contributions,87449,DC,10,104664,A&R WM
9/13/13,Individual Contributions,87450,FL,10,CW15352,A&R WM
10/7/15,Individual Contributions,104542,IN,50,5500,A&R WM
8/20/13,Individual Contributions,86917,FL,10,CW15352,A&R WM
11/23/15,Individual Contributions,105636,FL,10,CW15352,A&R WM
11/23/15,Individual Contributions,105637,CA,25,113431,A&R WM
11/30/15,Individual Contributions,105793,NJ,50,15206,A&R WM
3/26/15,Individual Contributions,102043,DC,10,104664,A&R WM
4/13/15,Individual Contributions,102235,FL,10,CW15352,A&R WM
1/14/14,Individual Contributions,89936,CO,25,107845,A&R WM
1/14/14,Individual Contributions,89937,MO,60,48859,A&R WM
1/14/14,Individual Contributions,89935,PA,20,101947,A&R WM
1/9/15,Individual Contributions,99807,GA,30,109459,A&R WM
1/9/15,Individual Contributions,99812,NY,25,113883,A&R WM
3/19/15,Individual Contributions,101517,FL,10,CW15352,A&R WM
3/19/15,Individual Contributions,101518,WA,20.04,101126,A&R WM
3/19/15,Individual Contributions,101519,WI,75,105018,A&R WM
1/2/14,Individual Contributions,89627,PA,100,106511,A&R WM
1/2/14,Individual Contributions,89628,,1,100000,A&R WM
1/2/14,Individual Contributions,89629,OK,20,109173,A&R WM
1/14/14,Individual Contributions,89932,NY,50,1440,A&R WM
1/14/14,Individual Contributions,89933,NY,50,103963,A&R WM
1/14/14,Individual Contributions,89934,MI,10,103346,A&R WM
12/20/13,Individual Contributions,89402,DC,10,104664,A&R WM
12/20/13,Individual Contributions,89403,WI,15,8955,A&R WM
12/20/13,Individual Contributions,89404,,50,106230,A&R WM
1/2/14,Individual Contributions,89626,OH,100,97094,A&R WM
7/26/13,Individual Contributions,86683,OH,25,111130,A&R WM
7/26/13,Individual Contributions,86684,GA,50,6311,A&R WM
11/21/14,Individual Contributions,98062,AZ,60,99505,A&R WM
12/5/13,Individual Contributions,89200,MA,25,69694,A&R WM
12/5/13,Individual Contributions,89201,MI,50,73784,A&R WM
12/20/13,Individual Contributions,89401,CA,5,111448,A&R WM
7/12/13,Individual Contributions,86177,NY,75,66676,A&R WM
7/12/13,Individual Contributions,86179,MI,10,103346,A&R WM
7/12/13,Individual Contributions,86180,GA,20,103214,A&R WM
7/26/13,Individual Contributions,86682,FL,10,CW15352,A&R WM
1/23/15,Individual Contributions,100321,FL,10,CW15352,A&R WM
1/23/15,Individual Contributions,100322,MI,500,99741,A&R WM
2/23/15,Individual Contributions,101098,AL,5,111455,A&R WM
2/23/15,Individual Contributions,101099,FL,10,101698,A&R WM
6/21/13,Individual Contributions,85793,PA,25,103025,A&R WM
6/21/13,Individual Contributions,85794,OH,75,108384,A&R WM
10/3/14,Individual Contributions,96913,IL,37.51,113207,A&R WM
10/8/14,Individual Contributions,97025,IN,50,5500,A&R WM
10/8/14,Individual Contributions,97026,OH,50,113302,A&R WM
11/14/14,Individual Contributions,97802,NY,20,102947,A&R WM
1/23/15,Individual Contributions,100320,GA,5,103214,A&R WM
9/19/14,Individual Contributions,96204,NM,25,108636,A&R WM
9/26/14,Individual Contributions,96664,GA,5,103214,A&R WM
9/26/14,Individual Contributions,96665,NY,10,113169,A&R WM
9/26/14,Individual Contributions,96666,TX,20,106756,A&R WM
9/26/14,Individual Contributions,96667,GA,50,108638,A&R WM
10/3/14,Individual Contributions,96912,TX,5,113206,A&R WM
8/20/15,Individual Contributions,104000,GA,5,103214,A&R WM
8/20/15,Individual Contributions,104001,FL,10,CW15352,A&R WM
8/20/15,Individual Contributions,104002,IL,50,114327,A&R WM
9/24/15,Individual Contributions,104267,FL,10,CW15352,A&R WM
9/19/14,Individual Contributions,96203,CA,5,111448,A&R WM
10/31/14,Individual Contributions,97461,OK,20,109173,A&R WM
10/31/14,Individual Contributions,97462,OH,35,113446,A&R WM
6/19/14,Individual Contributions,95029,DC,10,104664,A&R WM
6/19/14,Individual Contributions,95030,OK,20,109173,A&R WM
6/19/14,Individual Contributions,95031,,35,100000,A&R WM
7/2/14,Individual Contributions,95071,PA,25,103025,A&R WM
2/25/14,Individual Contributions,92308,FL,10,CW15352,A&R WM
2/25/14,Individual Contributions,92309,WI,50,105018,A&R WM
10/24/14,Individual Contributions,97415,CA,25,113431,A&R WM
3/24/14,Individual Contributions,92850,GA,5,103214,A&R WM
3/24/14,Individual Contributions,92851,MS,15,104386,A&R WM
3/24/14,Individual Contributions,92852,OH,25,112038,A&R WM
8/22/13,Individual Contributions,88661,OH,10,97640,A&R WM
11/8/13,Individual Contributions,88798,,1,100000,A&R WM
11/8/13,Individual Contributions,88799,FL,10,CW15352,A&R WM
11/18/13,Individual Contributions,88906,GA,5,103214,A&R WM
11/18/13,Individual Contributions,88907,TX,35,106756,A&R WM
2/25/14,Individual Contributions,92272,FL,25,111836,A&R WM
11/1/13,Individual Contributions,88557,VA,50,111336,A&R WM
11/1/13,Individual Contributions,88558,IN,50,5500,A&R WM
10/18/13,Individual Contributions,88560,OH,10,97640,A&R WM
4/16/13,Individual Contributions,88635,OH,10,97640,A&R WM
6/13/13,Individual Contributions,88636,OH,10,97640,A&R WM
9/20/13,Individual Contributions,88637,OH,10,97640,A&R WM
1/11/15,Individual Contributions,99700,NY,15,113948,A&R WM
1/11/15,Individual Contributions,99701,NY,40,83546,A&R WM
1/11/15,Individual Contributions,99702,OH,100,97094,A&R WM
10/10/13,Individual Contributions,87765,GA,5,103214,A&R WM
10/10/13,Individual Contributions,87766,DC,10,104664,A&R WM
10/10/13,Individual Contributions,87767,OK,20,109173,A&R WM
1/11/15,Individual Contributions,99461,NY,250,21804,A&R WM
5/23/14,Individual Contributions,94454,GA,5,103214,A&R WM
6/6/14,Individual Contributions,94615,MA,35,69694,A&R WM
1/11/15,Individual Contributions,99697,CO,25,107845,A&R WM
1/11/15,Individual Contributions,99698,,25,113947,A&R WM
1/11/15,Individual Contributions,99699,FL,10,111659,A&R WM
1/17/14,Individual Contributions,90549,NY,35,83546,A&R WM
1/28/14,Individual Contributions,91524,FL,10,CW15352,A&R WM
2/7/14,Individual Contributions,92048,NY,20,102947,A&R WM
12/29/14,Individual Contributions,99339,WI,15,8955,A&R WM
12/8/14,Individual Contributions,98306,MA,35,69694,A&R WM
12/15/14,Individual Contributions,98472,FL,35,113692,A&R WM
12/15/14,Individual Contributions,98473,,50,106230,A&R WM
1/17/14,Individual Contributions,90546,,1,100000,A&R WM
1/17/14,Individual Contributions,90547,DC,10,104664,A&R WM
1/17/14,Individual Contributions,90548,WA,20.14,101126,A&R WM
5/20/13,Individual Contributions,85016,OH,30,110741,A&R WM
5/20/13,Individual Contributions,85017,NM,50,27136,A&R WM
6/17/13,Individual Contributions,85558,GA,5,103214,A&R WM
6/17/13,Individual Contributions,85559,DC,10,104664,A&R WM
6/17/13,Individual Contributions,85560,NE,30,110787,A&R WM
6/17/13,Individual Contributions,85561,GA,50,108638,A&R WM
4/29/13,Individual Contributions,84528,MS,15,104386,A&R WM
4/29/13,Individual Contributions,84529,NM,25,108636,A&R WM
4/29/13,Individual Contributions,84530,UT,55,102377,A&R WM
4/29/13,Individual Contributions,84531,CT,100,110556,A&R WM
5/14/13,Individual Contributions,84895,GA,5,103214,A&R WM
5/20/13,Individual Contributions,85015,MA,25,69694,A&R WM
7/9/14,Individual Contributions,95248,DC,10,104664,A&R WM
8/15/14,Individual Contributions,95757,AL,5,111455,A&R WM
8/22/14,Individual Contributions,95848,NM,25,27136,A&R WM
8/22/14,Individual Contributions,95849,TN,25,113075,A&R WM
8/22/14,Individual Contributions,95850,GA,5,103214,A&R WM
8/22/14,Individual Contributions,95851,MN,20,111507,A&R WM
4/21/14,Individual Contributions,93705,UT,65,102377,A&R WM
4/21/14,Individual Contributions,93706,IL,100,37315,A&R WM
10/30/15,Individual Contributions,105018,FL,10,CW21781,A&R WM
10/30/15,Individual Contributions,105019,NY,20,102947,A&R WM
10/30/15,Individual Contributions,105020,GA,100,70217,A&R WM
4/25/14,Individual Contributions,93789,FL,10,101698,A&R WM
1/9/15,Individual Contributions,99924,IL,50,8000,A&R WM
2/27/15,Individual Contributions,101277,GA,5,103214,A&R WM
2/27/15,Individual Contributions,101278,CA,25,114095,A&R WM
4/8/14,Individual Contributions,93292,OK,20,109173,A&R WM
4/11/14,Individual Contributions,93510,GA,50,6311,A&R WM
4/21/14,Individual Contributions,93704,GA,5,103214,A&R WM
2/15/13,Individual Contributions,82647,NJ,50,15206,A&R WM
3/11/13,Individual Contributions,83266,MS,15,104386,A&R WM
4/2/13,Individual Contributions,83664,OH,50,30723,A&R WM
4/19/13,Individual Contributions,84124,,1,100000,A&R WM
4/19/13,Individual Contributions,84125,FL,10,CW15352,A&R WM
2/25/14,Individual Contributions,92381,FL,2,101543,A114
2/27/14,Individual Contributions,92396,,2,100000,A114
2/27/14,Individual Contributions,92403,PA,15,111870,A114
2/27/14,Individual Contributions,92418,MO,25,104905,A114
2/27/14,Individual Contributions,92450,NY,1,107993,A114
2/27/14,Individual Contributions,92452,NJ,5,111893,A114
3/14/14,Individual Contributions,92725,CA,25,103211,A114
3/6/14,Individual Contributions,92543,MI,15,111933,A114
3/6/14,Individual Contributions,92555,CA,20,111940,A114
3/14/14,Individual Contributions,92646,MA,10,104667,A114
3/14/14,Individual Contributions,92664,MI,40,94423,A114
3/14/14,Individual Contributions,92719,DC,20,112008,A114
3/14/14,Individual Contributions,92721,TX,20,112009,A114
7/9/14,Individual Contributions,95235,FL,50,56981,A1140A
2/15/13,Individual Contributions,82653,VA,10,109624,A12N02B
1/14/14,Individual Contributions,89913,MI,50,106658,A12R02B
2/14/13,Individual Contributions,82505,NY,3,100060,A13
2/14/13,Individual Contributions,82528,DC,10,109603,A13
2/22/13,Individual Contributions,82849,IL,1,CW24031,A13
2/22/13,Individual Contributions,82854,,1,100000,A13
2/22/13,Individual Contributions,82860,NJ,5,109671,A13
2/22/13,Individual Contributions,82863,FL,5,94450,A13
1/14/14,Individual Contributions,89926,IL,5,33275,A13
1/14/14,Individual Contributions,89927,DC,50,111501,A13
4/12/13,Individual Contributions,83753,NY,10,54362,A13
4/12/13,Individual Contributions,83754,FL,10,110191,A13
4/19/13,Individual Contributions,84117,CA,25,110335,A13
4/19/13,Individual Contributions,84121,FL,10,110338,A13
4/29/13,Individual Contributions,84517,NJ,10,110551,A13
12/5/13,Individual Contributions,89195,MD,20,111395,A13
3/18/13,Individual Contributions,83332,IL,10,109949,A13
3/18/13,Individual Contributions,83334,FL,10,108847,A13
3/18/13,Individual Contributions,83338,CA,10,109954,A13
3/18/13,Individual Contributions,83348,NC,25,109961,A13
3/27/13,Individual Contributions,83555,MI,50,110052,A13
3/27/13,Individual Contributions,83556,CA,50,97068,A13
2/22/13,Individual Contributions,82968,GA,20,109739,A13
2/22/13,Individual Contributions,82971,MO,20,98874,A13
2/22/13,Individual Contributions,82979,NJ,30,108745,A13
2/22/13,Individual Contributions,83000,NY,10.95,109760,A13
3/8/13,Individual Contributions,83125,TN,30,109865,A13
3/18/13,Individual Contributions,83330,IL,10,109947,A13
2/22/13,Individual Contributions,82873,CT,15,64461,A13
2/22/13,Individual Contributions,82875,TX,15,109683,A13
2/22/13,Individual Contributions,82902,NY,30,109698,A13
2/22/13,Individual Contributions,82954,PA,1,102380,A13
2/22/13,Individual Contributions,82955,,1,100000,A13
2/22/13,Individual Contributions,82956,,1,100000,A13
2/14/13,Individual Contributions,82730,NY,150,83715,A1302C
2/22/13,Individual Contributions,82996,SC,100,4200,A1306C
3/27/13,Individual Contributions,83446,MD,100,26457,A1306C
2/14/13,Individual Contributions,82502,NY,2,105389,A1310C
2/14/13,Individual Contributions,82504,PA,3,100707,A1310C
2/22/13,Individual Contributions,82847,TX,1,104020,A1310C
2/22/13,Individual Contributions,82848,IN,1,107455,A1310C
2/22/13,Individual Contributions,82850,OK,1,106269,A1310C
2/22/13,Individual Contributions,82851,VA,1,105877,A1310C
12/5/13,Individual Contributions,89193,NJ,3,108333,A1310C
1/14/14,Individual Contributions,89925,PA,3,89574,A1310C
3/27/13,Individual Contributions,83563,TX,1,CW15024,A1310C
3/27/13,Individual Contributions,83564,LA,3,104635,A1310C
4/2/13,Individual Contributions,83655,FL,1,97880,A1310C
3/24/14,Individual Contributions,92779,MI,1,97287,A1310C
3/11/13,Individual Contributions,83279,MN,1,99200,A1310C
3/11/13,Individual Contributions,83280,SC,2,107072,A1310C
3/18/13,Individual Contributions,83325,VA,1,102807,A1310C
3/18/13,Individual Contributions,83328,CA,2,102307,A1310C
3/27/13,Individual Contributions,83523,MI,5,75518,A1310C
2/22/13,Individual Contributions,82957,MI,1,103682,A1310C
2/22/13,Individual Contributions,82960,NC,5,97733,A1310C
2/22/13,Individual Contributions,82999,CA,3,102259,A1310C
3/8/13,Individual Contributions,83080,IL,2,67294,A1310C
3/8/13,Individual Contributions,83162,MA,1,105031,A1310C
3/8/13,Individual Contributions,83163,CA,3,105878,A1310C
2/22/13,Individual Contributions,82853,FL,1,101446,A1310C
2/22/13,Individual Contributions,82855,DC,1,104988,A1310C
2/22/13,Individual Contributions,82856,IL,1,69112,A1310C
2/22/13,Individual Contributions,82857,AR,1,104019,A1310C
2/22/13,Individual Contributions,82858,GA,2,100909,A1310C
2/22/13,Individual Contributions,82925,NY,3,106496,A1310C
2/14/13,Individual Contributions,82514,PA,25,77219,A1311C
2/14/13,Individual Contributions,82524,NY,30,58325,A1311C
2/22/13,Individual Contributions,82885,NY,25,87346,A1311C
2/22/13,Individual Contributions,82887,IL,25,99069,A1311C
1/24/14,Individual Contributions,90631,DC,40,100037,A1311C
2/22/13,Individual Contributions,82995,IL,100,12173,A1316C
3/18/13,Individual Contributions,83351,GA,25,9972,A1316C
3/8/13,Individual Contributions,83086,CA,10,98864,A1326C
3/18/13,Individual Contributions,83341,NY,15,90243,A1326C
9/20/13,Individual Contributions,87548,NY,15,99420,A1326C
3/8/13,Individual Contributions,83113,PA,25,77237,A1327C
3/18/13,Individual Contributions,83329,NY,10,21868,A1327C
3/18/13,Individual Contributions,83367,CO,25,CW17542,A1327C
3/27/13,Individual Contributions,83539,MI,25,81498,A1327C
8/20/13,Individual Contributions,86913,FL,25,94575,A1327C
2/22/13,Individual Contributions,82884,NY,25,58705,A1328C
2/22/13,Individual Contributions,82990,NY,30,7705,A1328C
3/8/13,Individual Contributions,83115,CA,25,98801,A1328C
3/11/13,Individual Contributions,83282,GA,10,97662,A1328C
3/27/13,Individual Contributions,83542,NY,25,97918,A1328C
3/27/13,Individual Contributions,83557,MD,50,98016,A1328C
4/1/13,Individual Contributions,83621,WI,25,98121,A1328C
2/22/13,Individual Contributions,82920,MI,50,96827,A1329C
2/22/13,Individual Contributions,82872,PA,15,CW21539,A1330C
2/22/13,Individual Contributions,82876,NJ,20,75032,A1330C
2/22/13,Individual Contributions,82891,IL,25,CW21526,A1330C
2/22/13,Individual Contributions,82977,NY,25,62485,A1330C
3/8/13,Individual Contributions,83110,IL,25,CW15038,A1330C
5/14/13,Individual Contributions,84865,NJ,10,77365,A1330C
9/13/13,Individual Contributions,87454,PA,40,CW21939,A1331C
2/22/13,Individual Contributions,82989,NJ,30,15630,A1332C
3/8/13,Individual Contributions,83153,TN,50,91917,A1332C
3/18/13,Individual Contributions,83354,MI,25,78006,A1332C
2/22/13,Individual Contributions,82877,RI,20,94326,A1333C
3/8/13,Individual Contributions,83091,NJ,10,89769,A1333C
3/8/13,Individual Contributions,83114,CA,25,37483,A1333C
3/8/13,Individual Contributions,83100,MI,15,94118,A1334C
2/22/13,Individual Contributions,82886,TX,25,94676,A1335C
2/22/13,Individual Contributions,82889,TX,25,108719,A13M03A
2/22/13,Individual Contributions,82993,PA,50,109757,A13M03A
3/8/13,Individual Contributions,83111,CA,25,109856,A13M03A
3/8/13,Individual Contributions,83134,GA,30,109874,A13M03A
3/8/13,Individual Contributions,83155,NC,50,109893,A13M03A
2/14/13,Individual Contributions,82510,NY,20,109588,A13M03B
2/14/13,Individual Contributions,82523,NY,30,109600,A13M03B
2/14/13,Individual Contributions,82525,NY,50,109601,A13M03B
2/14/13,Individual Contributions,82529,DC,35,109604,A13M03B
2/22/13,Individual Contributions,82865,CA,10,109675,A13M03B
2/22/13,Individual Contributions,82882,FL,25,109688,A13M03B
11/1/13,Individual Contributions,88549,CA,30,111331,A13M03B
11/1/13,Individual Contributions,88550,NY,100,111332,A13M03B
1/2/14,Individual Contributions,89619,TX,30,111478,A13M03B
8/23/13,Individual Contributions,86999,DC,30,111228,A13M03B
9/26/13,Individual Contributions,87637,LA,50,111295,A13M03B
2/22/13,Individual Contributions,83003,CA,0,109763,A13M03B
5/14/13,Individual Contributions,84863,TX,100,110678,A13M03B
5/20/13,Individual Contributions,85011,IL,50,54648,A13M03B
5/24/13,Individual Contributions,85091,IN,30,110760,A13M03B
6/21/13,Individual Contributions,85790,AZ,100,110817,A13M03B
3/27/13,Individual Contributions,83548,MD,30,110047,A13M03B
3/27/13,Individual Contributions,83558,CA,50,110053,A13M03B
4/1/13,Individual Contributions,83616,GA,30,110097,A13M03B
4/1/13,Individual Contributions,83617,DC,50,110098,A13M03B
4/1/13,Individual Contributions,83619,FL,5,110100,A13M03B
4/25/13,Individual Contributions,84322,MI,50,110422,A13M03B
3/18/13,Individual Contributions,83355,FL,30,109973,A13M03B
3/18/13,Individual Contributions,83360,MD,30,109966,A13M03B
3/18/13,Individual Contributions,83384,AR,100,82585,A13M03B
3/27/13,Individual Contributions,83445,GA,100,110000,A13M03B
3/27/13,Individual Contributions,83529,AZ,15,110032,A13M03B
3/27/13,Individual Contributions,83537,AR,20,110038,A13M03B
3/8/13,Individual Contributions,83154,OK,50,109892,A13M03B
3/8/13,Individual Contributions,83158,VA,50,109896,A13M03B
3/18/13,Individual Contributions,83331,WY,10,109948,A13M03B
3/18/13,Individual Contributions,83337,PA,10,109953,A13M03B
3/18/13,Individual Contributions,83343,TX,20,105290,A13M03B
3/8/13,Individual Contributions,83121,NC,30,108680,A13M03B
3/8/13,Individual Contributions,83124,LA,30,109864,A13M03B
3/8/13,Individual Contributions,83139,MA,30,109879,A13M03B
3/8/13,Individual Contributions,83143,TX,30,109882,A13M03B
3/8/13,Individual Contributions,83148,LA,50,109887,A13M03B
3/8/13,Individual Contributions,83150,CA,50,109889,A13M03B
2/22/13,Individual Contributions,82997,NC,100,108550,A13M03B
2/22/13,Individual Contributions,83002,GA,250,109762,A13M03B
3/8/13,Individual Contributions,83096,CA,10,109844,A13M03B
3/8/13,Individual Contributions,83107,CA,25,109853,A13M03B
3/8/13,Individual Contributions,83109,NY,25,109855,A13M03B
3/8/13,Individual Contributions,83112,MA,25,109857,A13M03B
2/22/13,Individual Contributions,82914,LA,30,109710,A13M03B
2/22/13,Individual Contributions,82922,CT,100,109715,A13M03B
2/22/13,Individual Contributions,82923,CA,100,109716,A13M03B
2/22/13,Individual Contributions,82924,CA,100,109717,A13M03B
2/22/13,Individual Contributions,82985,VA,30,108705,A13M03B
2/22/13,Individual Contributions,82986,VA,30,109753,A13M03B
2/22/13,Individual Contributions,82888,KY,25,109690,A13M03B
2/22/13,Individual Contributions,82897,MI,30,108668,A13M03B
2/22/13,Individual Contributions,82898,VA,30,109694,A13M03B
2/22/13,Individual Contributions,82903,TX,30,109699,A13M03B
2/22/13,Individual Contributions,82906,IL,30,109702,A13M03B
2/22/13,Individual Contributions,82910,AL,30,109706,A13M03B
3/8/13,Individual Contributions,83142,VA,30,108972,A13M03E
3/18/13,Individual Contributions,83347,CA,20,109960,A13M03E
3/18/13,Individual Contributions,83349,MI,25,70167,A13M03E
5/14/13,Individual Contributions,84860,TX,30,110675,A13M03E
7/26/13,Individual Contributions,86688,TX,20,105042,A13M03E
2/22/13,Individual Contributions,82912,MS,30,109708,A13N02A
2/22/13,Individual Contributions,82919,FL,50,109713,A13N02A
2/22/13,Individual Contributions,82988,LA,30,109755,A13N02A
2/22/13,Individual Contributions,82992,MA,50,108054,A13N02A
3/8/13,Individual Contributions,83082,NJ,5,15617,A13N02A
3/8/13,Individual Contributions,83090,MI,10,52131,A13N02A
3/8/13,Individual Contributions,83104,NY,20,109851,A13N02A
3/8/13,Individual Contributions,83119,KS,30,109861,A13N02A
3/8/13,Individual Contributions,83133,MD,30,109873,A13N02A
8/12/14,Individual Contributions,95551,NY,30,112954,A13N02A
2/14/13,Individual Contributions,82501,DC,2,109582,A13N02B
2/14/13,Individual Contributions,82503,NY,2,109583,A13N02B
2/14/13,Individual Contributions,82506,DC,5,109584,A13N02B
2/14/13,Individual Contributions,82508,MD,5,109586,A13N02B
2/14/13,Individual Contributions,82509,PA,20,109587,A13N02B
2/14/13,Individual Contributions,82512,DC,25,109591,A13N02B
10/10/13,Individual Contributions,87770,VA,50,111309,A13N02B
11/1/13,Individual Contributions,88548,NJ,25,111330,A13N02B
12/5/13,Individual Contributions,89194,MD,10,111394,A13N02B
7/26/13,Individual Contributions,86689,NY,30,111133,A13N02B
8/20/13,Individual Contributions,86916,IN,50,111207,A13N02B
6/21/13,Individual Contributions,85786,PA,30,110813,A13N02B
6/21/13,Individual Contributions,85787,IL,30,110814,A13N02B
6/21/13,Individual Contributions,85788,FL,50,110815,A13N02B
6/21/13,Individual Contributions,85789,DE,50,110816,A13N02B
8/22/14,Individual Contributions,95906,CA,30,37112,A13N02B
4/11/14,Individual Contributions,93506,CA,25.3,101681,A13N02B
5/14/13,Individual Contributions,84858,PA,30,110673,A13N02B
5/14/13,Individual Contributions,84859,VA,30,110674,A13N02B
5/14/13,Individual Contributions,84866,VA,20,110680,A13N02B
5/20/13,Individual Contributions,85009,IN,20,110736,A13N02B
5/20/13,Individual Contributions,85010,GA,20,110737,A13N02B
5/24/13,Individual Contributions,85092,MN,30,110761,A13N02B
4/29/13,Individual Contributions,84518,WA,50,110552,A13N02B
4/29/13,Individual Contributions,84544,NY,30,110563,A13N02B
4/29/13,Individual Contributions,84545,IL,50,109143,A13N02B
4/29/13,Individual Contributions,84546,MD,50,110564,A13N02B
4/29/13,Individual Contributions,84547,CA,50,110565,A13N02B
5/14/13,Individual Contributions,84857,NY,30,110672,A13N02B
4/29/13,Individual Contributions,84510,CA,15,110544,A13N02B
4/29/13,Individual Contributions,84511,NY,30,110545,A13N02B
4/29/13,Individual Contributions,84513,PA,30,110547,A13N02B
4/29/13,Individual Contributions,84514,FL,30,110548,A13N02B
4/29/13,Individual Contributions,84515,FL,30,110549,A13N02B
4/29/13,Individual Contributions,84516,IN,6,110550,A13N02B
4/12/13,Individual Contributions,83757,NY,5,110192,A13N02B
4/12/13,Individual Contributions,83758,TN,20,110193,A13N02B
4/19/13,Individual Contributions,84119,CA,30,110337,A13N02B
2/22/13,Individual Contributions,82926,MI,0,109718,A13N02B
3/27/13,Individual Contributions,83553,NY,30,110050,A13N02B
4/1/13,Individual Contributions,83615,IL,30,110096,A13N02B
4/2/13,Individual Contributions,83658,GA,25,110127,A13N02B
4/4/14,Individual Contributions,93090,NJ,30,112113,A13N02B
3/27/13,Individual Contributions,83538,MO,20,110039,A13N02B
3/27/13,Individual Contributions,83540,NV,25,110040,A13N02B
3/27/13,Individual Contributions,83541,WI,25,110041,A13N02B
3/27/13,Individual Contributions,83544,OK,30,110043,A13N02B
3/27/13,Individual Contributions,83546,MO,30,110045,A13N02B
3/27/13,Individual Contributions,83550,DC,30,109202,A13N02B
3/18/13,Individual Contributions,83380,TX,100,109990,A13N02B
3/18/13,Individual Contributions,83383,NC,100,109991,A13N02B
3/18/13,Individual Contributions,83385,MD,5,109992,A13N02B
3/18/13,Individual Contributions,83386,MA,40,109993,A13N02B
3/27/13,Individual Contributions,83527,PA,10,110024,A13N02B
3/27/13,Individual Contributions,83528,MO,15,110031,A13N02B
3/18/13,Individual Contributions,83368,TX,30,109974,A13N02B
3/18/13,Individual Contributions,83369,FL,30,109975,A13N02B
3/18/13,Individual Contributions,83371,FL,30,109977,A13N02B
3/18/13,Individual Contributions,83372,CA,50,109978,A13N02B
3/18/13,Individual Contributions,83375,NY,50,109985,A13N02B
3/18/13,Individual Contributions,83377,CA,50,109987,A13N02B
3/18/13,Individual Contributions,83346,PA,20,109959,A13N02B
3/18/13,Individual Contributions,83350,CA,25,109962,A13N02B
3/18/13,Individual Contributions,83358,MD,30,109965,A13N02B
