DonorID,StateCode,CountyCode,TractCode,MSA,CensusYear
23454,42,003,1414.00,38300,2015
5097,42,003,1408.00,38300,2015
2018,42,003,1403.00,38300,2015
110847,42,003,1401.00,38300,2015
12016,42,003,1403.00,38300,2015
23458,42,003,1401.00,38300,2015
23603,42,003,1401.00,38300,2015
110054,42,003,1414.00,38300,2015
Conf3426,42,003,1403.00,38300,2015
8919,42,003,1408.00,38300,2015
9274,42,003,1401.00,38300,2015
CW18733,42,003,1414.00,38300,2015
113423,42,003,5162.00,38300,2015
107493,42,003,5152.00,38300,2015
100584,42,003,0501.00,38300,2015
102835,42,003,0305.00,38300,2015
100779,42,003,0305.00,38300,2015
CW17894,42,003,0506.00,38300,2015
CW17444,42,003,0501.00,38300,2015
23490,42,003,0506.00,38300,2015
48983,42,003,0501.00,38300,2015
96593,42,003,0305.00,38300,2015
CW17373,42,003,0506.00,38300,2015
23495,42,003,0510.00,38300,2015
CW16826,42,003,0201.00,38300,2015
CW18424,42,003,0305.00,38300,2015
23371,42,003,0201.00,38300,2015
CW24037,42,003,0506.00,38300,2015
CW17383,42,003,0506.00,38300,2015
CW17308,42,003,0506.00,38300,2015
CW20709,42,003,0506.00,38300,2015
102983,42,003,0201.00,38300,2015
CW19328,42,003,5626.00,38300,2015
CW17797,42,003,5611.00,38300,2015
108110,42,003,1306.00,38300,2015
CW19185,42,003,5614.00,38300,2015
108088,42,003,5180.01,38300,2015
23508,42,003,1301.00,38300,2015
5574,42,003,5190.00,38300,2015
CW20071,42,003,5639.00,38300,2015
104389,42,003,5612.00,38300,2015
CW18044,42,003,1306.00,38300,2015
95733,42,003,5614.00,38300,2015
98151,42,003,1306.00,38300,2015
100843,42,003,1306.00,38300,2015
CW20696,42,003,5615.00,38300,2015
102882,42,003,5614.00,38300,2015
102170,42,003,5614.00,38300,2015
CW19490,42,003,5170.00,38300,2015
104534,42,003,5614.00,38300,2015
97777,42,003,5612.00,38300,2015
CW20375,42,003,5615.00,38300,2015
23520,42,003,1306.00,38300,2015
CW17017,42,003,5614.00,38300,2015
29493,42,003,5180.01,38300,2015
105303,42,003,5639.00,38300,2015
CW16163,42,003,5615.00,38300,2015
CW18527,42,003,5611.00,38300,2015
50262,42,003,0201.00,38300,2015
23525,42,003,0201.00,38300,2015
CW19357,42,003,1016.00,38300,2015
12227,42,003,1917.00,38300,2015
23531,42,003,4734.01,38300,2015
23823,42,003,4733.00,38300,2015
7858,42,003,4735.00,38300,2015
23547,42,003,4734.01,38300,2015
23536,42,003,4734.01,38300,2015
106895,42,003,4733.00,38300,2015
113139,42,003,4302.00,38300,2015
23543,42,003,0703.00,38300,2015
92230,42,003,2107.00,38300,2015
12446,42,003,2107.00,38300,2015
23553,42,003,4761.00,38300,2015
94611,42,003,5614.00,38300,2015
11812,42,003,5236.00,38300,2015
CW18274,42,003,5235.01,38300,2015
CW18717,42,003,5614.00,38300,2015
95677,42,003,5232.00,38300,2015
CW20969,42,003,5231.00,38300,2015
CW17167,42,003,5232.00,38300,2015
CW20335,42,003,5236.00,38300,2015
6566,42,003,5190.00,38300,2015
109406,42,003,5232.00,38300,2015
105505,42,003,5190.00,38300,2015
CW16172,42,003,5231.00,38300,2015
CW21587,42,003,5234.00,38300,2015
CW16162,42,003,5235.01,38300,2015
CW16925,42,003,5236.00,38300,2015
104924,42,003,4890.01,38300,2015
CW16308,42,003,5263.02,38300,2015
CW20163,42,003,5263.02,38300,2015
23573,42,003,4741.02,38300,2015
CW17796,42,003,4742.03,38300,2015
CW22198,42,003,4742.02,38300,2015
9565,42,003,4736.01,38300,2015
CW20009,42,003,4736.01,38300,2015
4117,42,003,4736.02,38300,2015
95538,42,125,7542.00,38300,2015
8578,42,125,7958.00,38300,2015
CW17185,42,125,7958.00,38300,2015
CW22260,42,125,7451.00,38300,2015
CW18475,42,125,7958.00,38300,2015
92861,42,125,7463.01,38300,2015
23779,42,125,7712.00,38300,2015
110155,42,125,7421.00,38300,2015
112048,42,059,9705.01,99999,2015
8858,42,051,2624.00,38300,2015
107137,42,051,2630.00,38300,2015
108215,42,129,8039.01,38300,2015
11689,42,129,8043.00,38300,2015
79454,42,129,8045.02,38300,2015
23608,42,129,8063.00,38300,2015
99052,42,063,9611.01,99999,2015
23611,42,063,9611.01,99999,2015
87288,42,021,0001.00,27780,2015
112802,42,021,0134.00,27780,2015
110416,42,019,9110.00,38300,2015
Conf672,42,019,9111.00,38300,2015
105314,42,019,9121.02,38300,2015
23564,42,019,9120.02,38300,2015
108896,42,019,9122.00,38300,2015
CW20998,42,019,9120.02,38300,2015
4676,42,073,0006.00,99999,2015
108012,42,085,0328.00,49660,2015
5575,42,085,0304.00,49660,2015
96628,42,085,0332.00,49660,2015
108507,42,085,0314.00,49660,2015
98184,42,085,0317.00,49660,2015
CW15934,42,005,9510.00,38300,2015
12393,42,039,1114.00,99999,2015
10141,42,123,9707.00,99999,2015
107895,42,049,0122.02,21500,2015
107920,42,049,0028.00,21500,2015
95521,42,049,0025.00,21500,2015
105678,42,049,0103.04,21500,2015
23669,42,049,0109.02,21500,2015
90630,42,049,0109.04,21500,2015
107559,42,049,0003.00,21500,2015
108140,42,013,1006.00,11020,2015
5912,42,027,0115.01,44300,2015
104578,42,027,0117.02,44300,2015
15474,42,027,0116.00,44300,2015
9185,42,027,0122.00,44300,2015
109667,42,027,0116.00,44300,2015
101874,42,041,0113.03,25420,2015
CW18795,42,041,0119.02,25420,2015
103103,42,041,0124.00,25420,2015
50528,42,041,0124.00,25420,2015
5892,42,043,0247.00,25420,2015
102266,42,099,0303.01,25420,2015
23719,42,071,0106.00,29540,2015
101150,42,071,0106.00,29540,2015
Conf434,42,043,0241.01,25420,2015
104811,42,075,0042.00,30140,2015
8517,42,041,0113.05,25420,2015
23716,42,041,0116.01,25420,2015
23718,42,043,0239.00,25420,2015
3633,42,075,0038.00,30140,2015
40286,42,043,0201.00,25420,2015
103724,42,043,0201.00,25420,2015
23726,42,043,0211.00,25420,2015
110107,42,043,0216.00,25420,2015
94385,42,043,0211.00,25420,2015
4973,42,043,0217.00,25420,2015
98436,42,043,0214.00,25420,2015
110154,42,043,0226.01,25420,2015
1367,42,043,0223.00,25420,2015
108534,42,043,0226.05,25420,2015
90658,42,043,0220.00,25420,2015
101393,42,043,0218.00,25420,2015
101396,42,043,0207.00,25420,2015
106315,42,043,0219.01,25420,2015
4008,42,043,0219.03,25420,2015
113080,42,043,0219.04,25420,2015
109979,42,043,0226.04,25420,2015
100289,42,043,0226.05,25420,2015
5311,42,043,0226.04,25420,2015
23740,42,043,0226.05,25420,2015
97492,42,043,0226.04,25420,2015
6149,42,043,0231.00,25420,2015
23742,42,043,0229.00,25420,2015
92002,42,055,0109.00,16540,2015
16166,42,055,0106.00,16540,2015
97012,42,055,0101.00,16540,2015
94824,42,001,0315.02,23900,2015
103887,42,133,0224.02,49620,2015
7840,42,001,0312.02,23900,2015
109757,42,001,0312.02,23900,2015
112345,42,001,0309.00,23900,2015
73127,42,133,0238.22,49620,2015
98588,42,133,0007.00,49620,2015
97778,42,133,0009.00,49620,2015
103584,42,133,0227.00,49620,2015
23763,42,133,0227.00,49620,2015
16535,42,133,0008.00,49620,2015
106540,42,133,0215.00,49620,2015
90042,42,133,0214.20,49620,2015
Conf3447,42,071,0117.03,29540,2015
109252,42,071,0105.02,29540,2015
111211,42,071,0136.01,29540,2015
109292,42,071,0115.03,29540,2015
11531,42,071,0128.00,29540,2015
23794,42,071,0117.05,29540,2015
10021,42,071,0117.04,29540,2015
2835,42,071,0118.02,29540,2015
108901,42,071,0118.01,29540,2015
23790,42,071,0133.01,29540,2015
CW17818,42,071,0134.00,29540,2015
107136,42,071,0001.00,29540,2015
6486,42,071,0132.04,29540,2015
89805,42,071,0135.02,29540,2015
CW16133,42,081,0003.00,48700,2015
75180,42,081,0003.00,48700,2015
110248,42,035,0307.00,99999,2015
99415,42,037,0509.00,14100,2015
103294,42,093,0502.00,14100,2015
CW19562,42,093,0502.00,14100,2015
103951,42,093,0502.00,14100,2015
30327,42,119,0905.02,99999,2015
14336,42,119,0905.02,99999,2015
12063,42,119,0905.02,99999,2015
100751,42,097,0803.00,99999,2015
65124,42,107,0029.00,99999,2015
23819,42,107,0031.00,99999,2015
94566,42,095,0112.00,10900,2015
98725,42,095,0105.00,10900,2015
11806,42,095,0108.00,10900,2015
70619,42,095,0108.00,10900,2015
107337,42,077,0092.00,10900,2015
23828,42,095,0176.05,10900,2015
102793,42,095,0176.04,10900,2015
CW18076,42,095,0176.06,10900,2015
15222,42,077,0062.02,10900,2015
107735,42,077,0062.02,10900,2015
9359,42,017,1034.00,33874,2015
75397,42,095,0172.00,10900,2015
62292,42,095,0144.00,10900,2015
CW16590,42,095,0181.00,10900,2015
23837,42,095,0174.01,10900,2015
16913,42,095,0174.01,10900,2015
66262,42,077,0062.02,10900,2015
8577,42,095,0179.02,10900,2015
CW17678,42,077,0063.02,10900,2015
109500,42,077,0063.05,10900,2015
94548,42,077,0063.08,10900,2015
23851,42,077,0054.01,10900,2015
104055,42,025,0208.00,10900,2015
23587,42,091,2083.01,33874,2015
109101,42,095,0157.00,10900,2015
CW14127,42,077,0015.02,10900,2015
55364,42,077,0015.01,10900,2015
6897,42,077,0061.01,10900,2015
95233,42,077,0060.02,10900,2015
109440,42,077,0023.01,10900,2015
23863,42,077,0023.01,10900,2015
106150,42,077,0062.04,10900,2015
23867,42,079,2172.00,42540,2015
CW20290,42,103,9508.02,35084,2015
97070,42,089,3012.04,20700,2015
CW17044,42,089,3002.02,20700,2015
71260,42,089,3012.05,20700,2015
77654,42,089,3012.05,20700,2015
72148,42,089,3004.01,20700,2015
91990,42,089,3008.00,20700,2015
105150,42,089,3010.02,20700,2015
111994,42,089,3010.02,20700,2015
11914,42,089,3004.01,20700,2015
74755,42,103,9503.01,35084,2015
65901,42,103,9502.01,35084,2015
40655,42,127,9607.00,99999,2015
CW13618,42,089,3003.08,20700,2015
78012,42,089,3003.07,20700,2015
62038,42,069,1002.00,42540,2015
95638,42,069,1016.00,42540,2015
23886,42,069,1006.00,42540,2015
111432,42,079,2112.05,42540,2015
106463,42,079,2107.00,42540,2015
CW16961,42,079,2015.00,42540,2015
108271,42,079,2013.00,42540,2015
10139,42,079,2114.00,42540,2015
23902,42,017,1046.01,33874,2015
23959,42,017,1046.04,33874,2015
CW21621,42,017,1046.04,33874,2015
85497,42,017,1047.01,33874,2015
64817,42,017,1046.03,33874,2015
71911,42,017,1047.02,33874,2015
110998,42,017,1046.01,33874,2015
67938,42,017,1047.03,33874,2015
80855,42,017,1047.02,33874,2015
66594,42,017,1042.01,33874,2015
82707,42,017,1043.01,33874,2015
77199,42,017,1045.05,33874,2015
72585,42,017,1042.04,33874,2015
60539,42,017,1020.02,33874,2015
65198,42,017,1019.00,33874,2015
CW12408,42,017,1020.02,33874,2015
70722,42,091,2005.05,33874,2015
61416,42,017,1020.03,33874,2015
74098,42,017,1020.03,33874,2015
16222,42,017,1049.01,33874,2015
64282,42,017,1045.03,33874,2015
14538,42,017,1043.01,33874,2015
68165,42,017,1054.00,33874,2015
88886,42,017,1044.00,33874,2015
87800,42,017,1043.01,33874,2015
26806,42,017,1043.03,33874,2015
16131,42,017,1008.08,33874,2015
92219,42,017,1008.08,33874,2015
65846,42,017,1008.08,33874,2015
59490,42,017,1054.00,33874,2015
90345,42,017,1052.06,33874,2015
2826,42,017,1008.08,33874,2015
6739,42,017,1054.00,33874,2015
64289,42,017,1052.07,33874,2015
61173,42,017,1008.08,33874,2015
70482,42,017,1052.03,33874,2015
88630,42,017,1052.06,33874,2015
73212,42,017,1021.02,33874,2015
89410,42,017,1023.00,33874,2015
90677,42,017,1040.00,33874,2015
81603,42,017,1042.04,33874,2015
102193,42,017,1064.01,33874,2015
79417,42,017,1064.01,33874,2015
67136,42,017,1050.04,33874,2015
65210,42,017,1027.00,33874,2015
52121,42,017,1050.10,33874,2015
11712,42,017,1062.00,33874,2015
9639,42,017,1062.00,33874,2015
110547,42,017,1049.02,33874,2015
73879,42,017,1016.11,33874,2015
66673,42,017,1062.00,33874,2015
63220,42,017,1050.08,33874,2015
23927,42,017,1016.07,33874,2015
82975,42,017,1018.03,33874,2015
68300,42,017,1018.07,33874,2015
77220,42,017,1018.03,33874,2015
67574,42,017,1018.03,33874,2015
72265,42,017,1018.03,33874,2015
2400,42,017,1054.00,33874,2015
109926,42,017,1054.00,33874,2015
60662,42,017,1054.00,33874,2015
95558,42,091,2017.06,33874,2015
60588,42,091,2016.04,33874,2015
CW21955,42,091,2017.06,33874,2015
88262,42,091,2016.08,33874,2015
77934,42,091,2016.05,33874,2015
77886,42,091,2016.05,33874,2015
60468,42,091,2016.04,33874,2015
CW16230,42,091,2016.05,33874,2015
84292,42,091,2016.04,33874,2015
66659,42,091,2016.06,33874,2015
CW21965,42,091,2017.06,33874,2015
CW15241,42,091,2016.05,33874,2015
61727,42,091,2032.05,33874,2015
835,42,091,2032.05,33874,2015
85949,42,091,2013.02,33874,2015
74907,42,091,2005.05,33874,2015
87656,42,091,2005.06,33874,2015
76860,42,091,2014.10,33874,2015
79749,42,091,2014.09,33874,2015
89713,42,091,2032.05,33874,2015
80597,42,091,2014.09,33874,2015
112731,42,091,2013.02,33874,2015
60090,42,045,4088.00,37964,2015
5734,42,091,2055.01,33874,2015
89028,42,091,2055.01,33874,2015
23937,42,045,4088.00,37964,2015
79946,42,045,4088.00,37964,2015
85528,42,045,4088.00,37964,2015
60491,42,091,2053.00,33874,2015
74714,42,091,2053.00,33874,2015
9276,42,091,2054.00,33874,2015
23938,42,091,2054.00,33874,2015
73635,42,091,2053.00,33874,2015
109695,42,091,2054.00,33874,2015
89912,42,091,2054.00,33874,2015
79554,42,091,2055.01,33874,2015
23945,42,091,2047.02,33874,2015
5967,42,091,2015.01,33874,2015
88937,42,017,1006.00,33874,2015
91646,42,017,1003.03,33874,2015
70838,42,017,1003.04,33874,2015
CW12584,42,017,1003.03,33874,2015
23954,42,045,4081.01,37964,2015
60219,42,045,4080.02,37964,2015
106403,42,091,2049.00,33874,2015
65572,42,045,4096.01,37964,2015
23960,42,091,2049.00,33874,2015
105373,42,045,4083.00,37964,2015
5865,42,045,4096.02,37964,2015
65501,42,091,2048.00,33874,2015
67940,42,045,4096.02,37964,2015
24134,42,091,2049.00,33874,2015
23965,42,045,4096.01,37964,2015
83667,42,045,4096.01,37964,2015
63471,42,045,4097.01,37964,2015
91577,42,091,2050.00,33874,2015
108092,42,091,2050.00,33874,2015
23970,42,045,4083.00,37964,2015
80329,42,045,4096.02,37964,2015
96289,42,045,4096.01,37964,2015
82968,42,045,4096.02,37964,2015
65285,42,091,2049.00,33874,2015
9334,42,091,2052.00,33874,2015
CW18552,42,091,2022.02,33874,2015
60467,42,091,2022.01,33874,2015
CW21420,42,091,2022.02,33874,2015
87863,42,091,2022.02,33874,2015
CW17779,42,091,2022.02,33874,2015
85256,42,091,2022.02,33874,2015
90438,42,091,2022.02,33874,2015
CW13816,42,091,2022.02,33874,2015
CW20417,42,091,2022.02,33874,2015
59032,42,045,4051.00,37964,2015
CW16251,42,045,4107.00,37964,2015
84165,42,045,4064.02,37964,2015
71023,42,045,4049.00,37964,2015
69733,42,045,4050.00,37964,2015
77813,42,045,4051.00,37964,2015
65728,42,045,4050.00,37964,2015
68987,42,045,4051.00,37964,2015
70040,42,045,4051.00,37964,2015
CW16656,42,045,4064.02,37964,2015
95718,42,045,4053.00,37964,2015
97611,42,045,4050.00,37964,2015
78618,42,045,4107.00,37964,2015
67645,42,045,4045.00,37964,2015
111657,42,045,4064.02,37964,2015
12143,42,045,4051.00,37964,2015
76314,42,045,4050.00,37964,2015
65847,42,045,4047.00,37964,2015
75679,42,045,4044.00,37964,2015
59347,42,045,4052.00,37964,2015
62911,42,045,4045.00,37964,2015
61646,42,045,4051.00,37964,2015
CW16921,42,045,4045.00,37964,2015
74465,42,045,4044.00,37964,2015
105948,42,045,4051.00,37964,2015
102531,42,045,4054.00,37964,2015
98720,42,045,4107.00,37964,2015
74354,42,045,4045.00,37964,2015
73059,42,045,4107.00,37964,2015
70972,42,045,4053.00,37964,2015
CW18501,42,045,4054.00,37964,2015
CW20845,42,045,4044.00,37964,2015
81826,42,045,4054.00,37964,2015
65569,42,045,4063.00,37964,2015
78059,42,045,4052.00,37964,2015
89911,42,045,4045.00,37964,2015
78632,42,045,4107.00,37964,2015
74146,42,045,4064.02,37964,2015
74864,42,045,4053.00,37964,2015
CW20249,42,045,4049.00,37964,2015
72531,42,045,4064.02,37964,2015
65584,42,045,4045.00,37964,2015
76496,42,045,4107.00,37964,2015
103866,42,045,4044.00,37964,2015
CW21820,42,045,4054.00,37964,2015
79129,42,045,4053.00,37964,2015
77335,42,045,4050.00,37964,2015
73182,42,045,4064.02,37964,2015
75568,42,045,4049.00,37964,2015
12183,42,045,4051.00,37964,2015
85229,42,045,4068.01,37964,2015
61577,42,045,4068.02,37964,2015
68369,42,045,4069.04,37964,2015
91909,42,045,4068.02,37964,2015
61828,42,045,4068.01,37964,2015
105929,42,045,4062.01,37964,2015
66445,42,045,4064.01,37964,2015
68403,42,045,4062.02,37964,2015
82388,42,045,4062.02,37964,2015
98850,42,045,4062.01,37964,2015
CW19787,42,045,4062.01,37964,2015
82889,42,045,4064.01,37964,2015
CW20251,42,045,4064.01,37964,2015
74409,42,045,4064.01,37964,2015
84887,42,045,4064.01,37964,2015
102917,42,045,4016.00,37964,2015
CW18388,42,045,4015.02,37964,2015
110523,42,045,4032.00,37964,2015
85534,42,045,4016.00,37964,2015
85946,42,045,4032.00,37964,2015
80996,42,045,4016.00,37964,2015
CW18300,42,045,4032.00,37964,2015
60465,42,045,4032.00,37964,2015
74720,42,045,4032.00,37964,2015
87505,42,045,4016.00,37964,2015
108670,42,045,4032.00,37964,2015
83392,42,045,4032.00,37964,2015
66989,42,017,1002.11,33874,2015
CW17071,42,017,1002.07,33874,2015
CW19564,42,017,1002.09,33874,2015
83520,42,017,1002.06,33874,2015
CW18170,42,017,1002.06,33874,2015
87040,42,017,1002.06,33874,2015
CW18993,42,017,1002.07,33874,2015
69095,42,017,1002.11,33874,2015
62390,42,017,1002.06,33874,2015
112800,42,017,1002.12,33874,2015
72988,42,017,1003.07,33874,2015
68553,42,045,4043.00,37964,2015
80757,42,045,4025.00,37964,2015
65107,42,045,4026.00,37964,2015
71921,42,045,4025.00,37964,2015
89378,42,045,4024.00,37964,2015
91033,42,045,4031.03,37964,2015
CW18361,42,045,4024.00,37964,2015
84113,42,045,4031.04,37964,2015
64056,42,045,4025.00,37964,2015
61997,42,045,4025.00,37964,2015
86596,42,045,4031.01,37964,2015
88959,42,045,4025.00,37964,2015
CW19331,42,045,4027.00,37964,2015
65089,42,045,4024.00,37964,2015
CW24005,42,045,4025.00,37964,2015
79503,42,045,4026.00,37964,2015
84913,42,045,4025.00,37964,2015
68869,42,045,4025.00,37964,2015
61648,42,091,2014.06,33874,2015
108218,42,091,2014.06,33874,2015
59503,42,091,2014.06,33874,2015
98680,42,091,2014.08,33874,2015
94649,42,091,2014.06,33874,2015
86842,42,045,4012.00,37964,2015
76990,42,045,4008.02,37964,2015
105632,42,045,4008.02,37964,2015
86939,42,045,4014.01,37964,2015
71235,42,045,4011.03,37964,2015
85333,42,045,4012.00,37964,2015
73611,42,045,4014.02,37964,2015
CW20175,42,045,4013.02,37964,2015
47657,42,091,2023.02,33874,2015
66051,42,091,2023.01,33874,2015
CW13814,42,091,2024.02,33874,2015
100681,42,091,2019.02,33874,2015
76832,42,091,2024.01,33874,2015
60961,42,091,2024.02,33874,2015
CW19271,42,091,2024.01,33874,2015
24277,42,091,2023.02,33874,2015
103271,42,091,2023.02,33874,2015
59865,42,091,2023.02,33874,2015
66587,42,091,2024.01,33874,2015
77164,42,091,2024.01,33874,2015
CW18302,42,091,2019.02,33874,2015
CW18645,42,091,2024.02,33874,2015
88878,42,091,2019.02,33874,2015
68435,42,091,2019.02,33874,2015
89764,42,091,2024.02,33874,2015
79243,42,091,2019.02,33874,2015
CW14025,42,091,2024.02,33874,2015
101720,42,091,2024.02,33874,2015
98721,42,091,2019.02,33874,2015
67646,42,091,2019.02,33874,2015
77781,42,091,2024.02,33874,2015
74571,42,091,2024.02,33874,2015
86978,42,091,2024.02,33874,2015
78350,42,091,2024.01,33874,2015
CW22363,42,091,2024.02,33874,2015
60037,42,091,2023.01,33874,2015
61588,42,091,2023.01,33874,2015
CW16413,42,091,2023.02,33874,2015
107830,42,091,2023.01,33874,2015
69269,42,091,2024.02,33874,2015
64296,42,091,2024.02,33874,2015
97356,42,091,2019.02,33874,2015
96658,42,091,2023.02,33874,2015
63998,42,091,2024.02,33874,2015
85777,42,091,2024.01,33874,2015
76545,42,091,2019.02,33874,2015
85616,42,091,2019.02,33874,2015
60939,42,091,2019.02,33874,2015
90892,42,091,2022.02,33874,2015
60600,42,091,2024.01,33874,2015
67826,42,091,2024.02,33874,2015
77642,42,045,4034.01,37964,2015
75960,42,045,4034.02,37964,2015
108284,42,045,4106.02,37964,2015
60756,42,091,2014.04,33874,2015
52900,42,091,2014.11,33874,2015
71678,42,091,2014.06,33874,2015
64861,42,091,2030.00,33874,2015
72882,42,091,2014.04,33874,2015
5835,42,091,2014.11,33874,2015
24007,42,091,2048.00,33874,2015
84789,42,045,4030.02,37964,2015
74355,42,045,4035.01,37964,2015
88580,42,091,2014.07,33874,2015
76163,42,091,2025.00,33874,2015
24286,42,091,2025.00,33874,2015
90995,42,091,2025.00,33874,2015
68568,42,091,2104.00,33874,2015
109788,42,091,2025.00,33874,2015
68400,42,091,2104.00,33874,2015
84790,42,091,2105.00,33874,2015
71971,42,091,2026.03,33874,2015
110673,42,091,2026.04,33874,2015
100579,42,091,2017.06,33874,2015
105520,42,091,2017.06,33874,2015
67307,42,091,2104.00,33874,2015
CW19156,42,091,2025.00,33874,2015
88624,42,091,2025.00,33874,2015
86455,42,091,2017.06,33874,2015
5633,42,091,2017.06,33874,2015
72180,42,091,2017.04,33874,2015
CW14584,42,091,2025.00,33874,2015
78461,42,091,2026.04,33874,2015
62820,42,091,2104.00,33874,2015
59440,42,091,2104.00,33874,2015
101073,42,091,2026.04,33874,2015
8945,42,091,2014.07,33874,2015
CW19128,42,091,2104.00,33874,2015
CW13861,42,091,2026.04,33874,2015
65125,42,091,2025.00,33874,2015
CW20488,42,091,2104.00,33874,2015
91896,42,091,2105.00,33874,2015
76609,42,091,2105.00,33874,2015
83767,42,091,2104.00,33874,2015
74572,42,091,2104.00,33874,2015
CW17683,42,091,2025.00,33874,2015
82280,42,091,2017.04,33874,2015
89750,42,091,2104.00,33874,2015
2430,42,091,2104.00,33874,2015
5658,42,091,2005.01,33874,2015
12406,42,091,2004.01,33874,2015
90137,42,091,2052.00,33874,2015
3184,42,045,4084.00,37964,2015
70640,42,045,4084.00,37964,2015
24019,42,045,4084.00,37964,2015
11228,42,045,4084.00,37964,2015
109833,42,045,4083.00,37964,2015
104394,42,045,4084.00,37964,2015
24021,42,091,2052.00,33874,2015
12003,42,091,2052.00,33874,2015
23946,42,045,4084.00,37964,2015
24024,42,091,2052.00,33874,2015
102288,42,045,4084.00,37964,2015
CW14303,42,091,2005.02,33874,2015
101841,42,091,2005.07,33874,2015
80849,42,091,2003.01,33874,2015
82558,42,091,2003.01,33874,2015
67490,42,091,2003.01,33874,2015
61455,42,091,2021.00,33874,2015
CW17554,42,091,2021.00,33874,2015
62415,42,091,2018.00,33874,2015
76646,42,091,2021.00,33874,2015
71127,42,091,2018.00,33874,2015
2417,42,091,2018.00,33874,2015
80322,42,091,2019.01,33874,2015
95921,42,091,2021.00,33874,2015
4553,42,091,2018.00,33874,2015
59714,42,091,2021.00,33874,2015
62161,42,091,2015.02,33874,2015
79186,42,091,2019.01,33874,2015
61356,42,017,1008.09,33874,2015
83804,42,017,1060.00,33874,2015
80577,42,017,1060.00,33874,2015
78000,42,017,1008.07,33874,2015
75863,42,017,1060.00,33874,2015
74072,42,017,1008.07,33874,2015
79546,42,017,1009.00,33874,2015
CW20549,42,045,4018.00,37964,2015
CW14036,42,045,4021.00,37964,2015
64739,42,045,4023.00,37964,2015
24048,42,045,4022.00,37964,2015
99676,42,045,4021.00,37964,2015
71057,42,045,4021.00,37964,2015
89373,42,045,4023.00,37964,2015
66974,42,045,4023.00,37964,2015
74131,42,045,4022.00,37964,2015
69276,42,045,4020.00,37964,2015
72067,42,045,4019.00,37964,2015
71027,42,045,4021.00,37964,2015
24050,42,045,4020.00,37964,2015
97315,42,045,4023.00,37964,2015
75534,42,045,4023.00,37964,2015
3623,42,045,4021.00,37964,2015
98602,42,045,4021.00,37964,2015
77815,42,045,4021.00,37964,2015
69869,42,045,4019.00,37964,2015
73377,42,045,4023.00,37964,2015
90289,42,045,4023.00,37964,2015
69349,42,045,4018.00,37964,2015
1981,42,045,4022.00,37964,2015
68990,42,045,4021.00,37964,2015
73120,42,045,4022.00,37964,2015
75041,42,045,4022.00,37964,2015
61162,42,045,4021.00,37964,2015
76446,42,045,4023.00,37964,2015
103488,42,045,4021.00,37964,2015
60667,42,045,4019.00,37964,2015
CW18865,42,045,4021.00,37964,2015
79142,42,045,4021.00,37964,2015
77268,42,045,4022.00,37964,2015
CW20844,42,045,4023.00,37964,2015
67754,42,045,4021.00,37964,2015
CW20574,42,045,4020.00,37964,2015
63246,42,045,4021.00,37964,2015
CW18591,42,045,4018.00,37964,2015
87657,42,045,4019.00,37964,2015
87918,42,045,4022.00,37964,2015
60779,42,045,4021.00,37964,2015
108190,42,045,4021.00,37964,2015
83673,42,045,4016.00,37964,2015
70771,42,045,4021.00,37964,2015
72563,42,045,4022.00,37964,2015
78998,42,045,4021.00,37964,2015
84799,42,045,4018.00,37964,2015
24053,42,045,4021.00,37964,2015
80515,42,045,4021.00,37964,2015
84963,42,045,4020.00,37964,2015
62064,42,045,4021.00,37964,2015
60815,42,045,4003.02,37964,2015
5542,42,045,4022.00,37964,2015
81071,42,045,4019.00,37964,2015
CW13815,42,045,4021.00,37964,2015
4562,42,045,4022.00,37964,2015
106557,42,045,4023.00,37964,2015
72638,42,045,4019.00,37964,2015
CW18503,42,045,4019.00,37964,2015
CW18608,42,045,4018.00,37964,2015
69700,42,045,4021.00,37964,2015
88326,42,045,4018.00,37964,2015
24056,42,045,4022.00,37964,2015
68796,42,045,4019.00,37964,2015
47783,42,045,4021.00,37964,2015
66089,42,045,4018.00,37964,2015
67033,42,045,4016.00,37964,2015
69709,42,045,4019.00,37964,2015
103919,42,045,4022.00,37964,2015
73822,42,045,4022.00,37964,2015
66928,42,045,4021.00,37964,2015
63858,42,045,4023.00,37964,2015
69736,42,045,4021.00,37964,2015
62352,42,045,4022.00,37964,2015
109594,42,045,4021.00,37964,2015
86312,42,045,4022.00,37964,2015
CW16458,42,045,4021.00,37964,2015
72227,42,045,4019.00,37964,2015
87292,42,045,4003.02,37964,2015
3401,42,045,4020.00,37964,2015
112730,42,045,4021.00,37964,2015
59861,42,045,4021.00,37964,2015
CW20767,42,045,4022.00,37964,2015
24029,42,017,1050.11,33874,2015
63501,42,017,1002.01,33874,2015
60472,42,017,1002.01,33874,2015
79623,42,017,1002.01,33874,2015
70910,42,017,1014.03,33874,2015
4366,42,017,1002.01,33874,2015
95439,42,017,1002.08,33874,2015
83668,42,017,1002.01,33874,2015
77256,42,017,1002.01,33874,2015
63045,42,017,1058.05,33874,2015
66345,42,017,1008.04,33874,2015
106894,42,017,1008.04,33874,2015
61344,42,017,1004.03,33874,2015
106072,42,017,1004.02,33874,2015
82771,42,045,4070.00,37964,2015
78958,42,045,4104.00,37964,2015
65262,42,045,4104.00,37964,2015
64352,42,045,4068.03,37964,2015
62029,42,045,4068.03,37964,2015
