StateCode,CountyCode,TractCode,MSA,CensusYear,Minority_Population,Non_hispanic_other,Non_hispanic_asian,Non_hispanic_white,Non_hispanic_american_indian,Non_hispanic_black,Hispanics,Population,Minority_percentage,Family_count,Household_count,DistressedTractInd,Income_Indicator,Poverty_level_percentage,MSA_MFI_pct,Decennial_Trace_MHI,Decennial_MSA_MFI,HUD_est_MSA_MFI,Est_Income,sDecennial_Tract_MFI,Median_unit_age,Total_housing_units,Num_1_to_4_units,Own_occ_1_to_4_units,Owner_occupied_units,Renter_occupied_units,Units_vacant,Central_City_Flag
25,015,8203.00,44140,2015,1882,241,942,4936,10,242,447,6818,27.60,1312,2730,No,Middle,39.61,116.34,37622,65262,67300,78297,75929,36,2840,1976,953,998,1732,110,0
25,015,8207.00,44140,2015,1429,185,585,3080,2,216,441,4509,31.69,996,1720,No,Upper,19.64,151.14,65982,65262,67300,101717,98643,34,1779,1165,942,1007,713,59,0
25,015,8208.01,44140,2015,1708,215,567,3524,13,335,578,5232,32.65,1115,2083,No,Upper,20.15,154.18,61418,65262,67300,103763,100625,31,2233,1312,1060,1268,815,150,0
25,015,8202.02,44140,2015,112,24,23,1209,2,22,41,1321,8.48,386,542,No,Upper,4.65,145.68,81765,65262,67300,98043,95076,40,582,574,468,476,66,40,0
25,015,8227.00,44140,2015,119,36,27,3078,1,18,37,3197,3.72,923,1377,No,Middle,7.94,109.69,60320,65262,67300,73821,71587,49,1632,1612,1176,1176,201,255,0
25,013,8134.03,44140,2015,205,24,65,3642,4,30,82,3847,5.33,1094,1473,No,Upper,5.12,128.55,69638,65262,67300,86514,83895,52,1505,1419,1184,1197,276,32,0
25,015,8214.00,44140,2015,555,77,211,4695,8,96,163,5250,10.57,1234,1977,No,Upper,7.14,127.86,69911,65262,67300,86050,83444,46,2024,1828,1381,1381,596,47,0
25,013,8116.00,44140,2015,3388,26,20,361,5,107,3230,3749,90.37,858,1371,No,Low,51.14,32.07,15536,65262,67300,21583,20933,55,1543,515,176,176,1195,172,0
25,013,8119.00,44140,2015,556,45,59,2999,7,57,388,3555,15.64,942,1552,No,Upper,5.28,136.46,62500,65262,67300,91838,89063,71,1613,1510,1200,1208,344,61,0
25,015,8219.01,44140,2015,442,91,141,2849,6,75,129,3291,13.43,578,1404,No,Upper,6.79,156.85,56518,65262,67300,105560,102368,71,1487,1050,734,762,642,83,0
25,015,8222.00,44140,2015,755,115,200,5359,10,77,353,6114,12.35,1552,2500,No,Upper,9.82,128.62,71211,65262,67300,86561,83942,48,2533,2472,1889,1943,557,33,0
25,015,8213.00,44140,2015,463,75,127,3734,4,62,195,4197,11.03,1132,1902,No,Upper,10.95,123.55,60208,65262,67300,83149,80634,40,1957,1527,1307,1369,533,55,0
25,015,8212.00,44140,2015,819,107,405,1308,1,166,140,2127,38.50,40,60,No,Upper,0.00,129.89,68750,65262,67300,87416,84773,46,131,120,49,49,11,71,0
25,013,8122.01,44140,2015,946,92,263,3654,8,146,437,4600,20.57,1155,2144,No,Middle,16.01,94.11,50349,65262,67300,63336,61422,58,2344,1687,939,946,1198,200,0
25,013,8019.02,44140,2015,2999,74,55,615,13,690,2167,3614,82.98,771,1443,No,Low,55.83,23.63,17589,65262,67300,15903,15425,71,1800,547,99,234,1209,357,1
25,013,8002.01,44140,2015,3284,154,113,3050,16,659,2342,6334,51.85,1489,2458,No,Moderate,26.15,60.21,36199,65262,67300,40521,39299,60,2624,2448,1725,1725,733,166,1
25,013,8004.00,44140,2015,4329,133,88,2397,11,699,3398,6726,64.36,1640,2199,No,Moderate,23.47,67.42,44778,65262,67300,45374,44006,71,2343,2291,1334,1334,865,144,1
25,013,8003.00,44140,2015,2352,102,50,2043,6,473,1721,4395,53.52,1114,1743,No,Moderate,13.91,67.89,39212,65262,67300,45690,44310,59,1942,1787,1180,1188,555,199,1
25,013,8018.00,44140,2015,3902,108,9,377,11,1745,2029,4279,91.19,1016,1272,No,Moderate,34.55,57.05,30625,65262,67300,38395,37237,71,1648,1340,606,606,666,376,1
25,013,8020.00,44140,2015,2470,35,34,379,4,358,2039,2849,86.70,695,1182,No,Low,63.10,21.19,14244,65262,67300,14261,13835,71,1311,732,80,80,1102,129,1
25,013,8133.01,44140,2015,618,102,232,6725,3,78,203,7343,8.42,1926,2505,No,Upper,0.46,163.67,90815,65262,67300,110150,106818,71,2505,2416,2218,2218,287,0,0
25,013,8133.03,44140,2015,422,40,259,3965,0,35,88,4387,9.62,1176,1637,No,Upper,5.92,203.52,94917,65262,67300,136969,132826,38,1657,1378,1312,1355,282,20,0
25,013,8021.00,44140,2015,3219,167,169,2856,6,907,1970,6075,52.99,1359,2421,No,Moderate,38.74,69.03,33994,65262,67300,46457,45054,71,2854,1642,809,843,1578,433,1
25,013,8016.01,44140,2015,1850,135,117,3217,17,975,606,5067,36.51,1086,1520,No,Middle,8.37,90.16,53750,65262,67300,60678,58846,53,1704,1450,1273,1282,238,184,1
25,013,8017.00,44140,2015,5614,188,70,1963,13,3503,1840,7577,74.09,1365,1986,No,Moderate,34.42,51.02,33465,65262,67300,34336,33300,71,2261,2057,902,902,1084,275,1
25,013,8014.01,44140,2015,3622,94,16,370,6,1769,1737,3992,90.73,1051,1442,No,Low,32.62,44.62,28641,65262,67300,30029,29121,71,1652,1512,554,554,888,210,1
25,013,8014.02,44140,2015,1478,57,87,538,5,688,641,2016,73.31,459,807,No,Middle,18.81,89.32,40417,65262,67300,60112,58293,53,909,672,488,488,319,102,1
25,013,8013.00,44140,2015,3991,138,23,645,15,2043,1772,4636,86.09,1057,1596,No,Low,30.32,45.69,27500,65262,67300,30749,29819,71,1853,1444,668,668,928,257,1
25,013,8016.05,44140,2015,2156,129,130,2452,4,928,965,4608,46.79,1234,1731,No,Moderate,24.91,77.89,44622,65262,67300,52420,50833,40,1784,1467,1096,1096,635,53,1
25,013,8025.00,44140,2015,1870,135,276,4824,4,638,817,6694,27.94,1665,2782,No,Middle,6.73,102.99,62387,65262,67300,69312,67218,59,2827,2684,2390,2419,363,45,1
25,013,8016.02,44140,2015,2086,123,76,3022,8,906,973,5108,40.84,1336,1811,No,Middle,17.73,85.83,47468,65262,67300,57764,56020,49,1860,1557,1216,1216,595,49,1
25,013,8015.01,44140,2015,3604,157,68,1757,25,1769,1585,5361,67.23,1307,1882,No,Moderate,20.74,73.66,45030,65262,67300,49573,48074,53,1975,1791,1290,1290,592,93,1
25,013,8016.04,44140,2015,888,74,81,2879,10,374,349,3767,23.57,1096,1460,No,Middle,4.63,115.74,70774,65262,67300,77893,75536,46,1516,1516,1388,1388,72,56,1
25,013,8016.03,44140,2015,1581,115,126,2604,5,656,679,4185,37.78,1145,1714,No,Middle,8.03,98.46,57100,65262,67300,66264,64261,36,1819,1463,1277,1369,345,105,1
25,013,8001.01,44140,2015,2062,86,66,1990,7,614,1289,4052,50.89,822,1458,No,Moderate,29.86,72.03,40000,65262,67300,48476,47012,57,1618,1559,881,881,577,160,1
25,003,9005.00,38340,2015,232,32,46,3056,0,62,92,3288,7.06,842,1303,No,Middle,7.00,115.34,61982,64783,67700,78085,74722,53,1432,1362,1031,1031,272,129,1
25,003,9007.00,38340,2015,179,37,14,2731,1,58,69,2910,6.15,705,1137,No,Middle,8.99,84.29,50430,64783,67700,57064,54609,58,1294,1211,906,906,231,157,1
25,003,9008.00,38340,2015,253,71,63,4582,2,45,72,4835,5.23,1468,1997,No,Upper,6.95,122.33,72952,64783,67700,82817,79250,58,2135,2068,1919,1942,55,138,1
25,003,9343.00,38340,2015,71,16,11,1815,1,11,32,1886,3.76,517,831,No,Middle,4.34,112.87,55764,64783,67700,76413,73125,44,1432,1415,707,716,115,601,0
25,003,9251.00,38340,2015,904,166,125,6200,12,177,424,7104,12.73,1763,3152,No,Middle,8.52,113.28,52843,64783,67700,76691,73389,71,3730,3323,1938,2003,1149,578,0
25,003,9131.00,38340,2015,354,86,71,4671,4,55,138,5025,7.04,1195,2153,No,Upper,7.66,125.76,60604,64783,67700,85140,81476,44,2840,2058,1278,1403,750,687,0
25,003,9213.00,38340,2015,520,125,46,4598,15,142,192,5118,10.16,1016,2013,No,Middle,19.04,81.36,33401,64783,67700,55081,52713,71,2284,1823,910,910,1103,271,0
25,003,9201.02,38340,2015,462,97,157,2654,2,84,122,3116,14.83,643,998,No,Upper,18.40,156.29,78529,64783,67700,105808,101250,49,1267,1105,725,767,231,269,0
25,011,0410.00,99999,2015,313,74,28,2958,5,39,167,3271,9.57,907,1319,No,Middle,13.53,95.58,49909,68821,73500,70251,65781,45,1397,1242,938,952,367,78,0
25,027,7032.00,49340,2015,213,61,34,3345,4,29,85,3558,5.99,946,1439,No,Moderate,7.74,72.61,46488,77128,81500,59177,56009,66,1601,1557,1198,1198,241,162,0
25,011,0405.02,99999,2015,238,60,59,3337,18,25,76,3575,6.66,925,1666,No,Moderate,11.77,71.59,36020,68821,73500,52619,49271,38,1779,1456,1164,1164,502,113,0
25,011,0404.00,99999,2015,142,38,17,3286,12,15,60,3428,4.14,915,1389,No,Middle,7.34,81.22,54836,68821,73500,59697,55901,42,1619,1584,1128,1128,261,230,0
25,017,3251.00,15764,2015,1382,244,277,6045,15,425,421,7427,18.61,1639,3026,No,Middle,17.18,86.96,55863,90625,101700,88438,78809,43,3358,2501,1720,1757,1269,332,0
25,027,7614.00,49340,2015,852,108,220,5668,1,259,264,6520,13.07,1523,1799,No,Upper,5.47,200.37,141274,77128,81500,163302,154543,35,1941,1908,1665,1673,126,142,0
25,017,3271.03,15764,2015,145,51,34,3433,2,1,57,3578,4.05,1031,1413,No,Upper,2.27,130.91,93625,90625,101700,133135,118641,29,1470,1414,1205,1205,208,57,0
25,027,7161.00,49340,2015,1318,172,123,6240,9,156,858,7558,17.44,2062,3042,No,Upper,5.19,124.07,72019,77128,81500,101117,95700,45,3271,2879,2170,2276,766,229,0
25,027,7581.02,49340,2015,551,95,174,7067,23,49,210,7618,7.23,1983,2931,No,Upper,10.62,124.14,73778,77128,81500,101174,95750,36,3286,2762,2165,2188,743,355,0
25,027,7282.00,49340,2015,254,43,99,3459,1,40,71,3713,6.84,1101,1431,No,Upper,1.47,126.00,89492,77128,81500,102690,97188,52,1467,1433,1291,1306,125,36,0
25,027,7401.02,49340,2015,834,109,492,5219,3,52,178,6053,13.78,1697,2093,No,Upper,5.25,153.61,103363,77128,81500,125192,118480,37,2158,2140,1928,1937,156,65,0
25,027,7392.00,49340,2015,1669,219,1117,4289,3,121,209,5958,28.01,1588,2447,No,Middle,7.15,115.16,71250,77128,81500,93855,88824,39,2640,2009,1555,1695,752,193,0
25,027,7311.01,49340,2015,1968,109,430,1981,5,400,1024,3949,49.84,1046,1553,No,Moderate,22.21,61.99,45060,77128,81500,50522,47813,71,1758,1408,706,715,838,205,1
25,027,7309.02,49340,2015,635,97,129,3081,7,177,225,3716,17.09,766,1249,No,Middle,1.92,112.09,66984,77128,81500,91353,86458,62,1249,1196,976,976,273,0,1
25,027,7311.02,49340,2015,735,72,143,1776,3,226,291,2511,29.27,744,1049,No,Moderate,9.76,70.88,52663,77128,81500,57767,54674,71,1152,1053,489,489,560,103,1
25,027,7327.00,49340,2015,1960,101,193,1978,5,615,1046,3938,49.77,850,1628,No,Moderate,16.05,63.20,41908,77128,81500,51508,48750,71,1948,1558,476,484,1144,320,1
25,027,7306.00,49340,2015,1254,130,392,7545,5,369,358,8799,14.25,1899,3026,No,Upper,3.88,124.79,74457,77128,81500,101704,96250,47,3026,2529,2347,2460,566,0,1
25,027,7304.01,49340,2015,2365,147,97,3079,11,946,1164,5444,43.44,1301,2443,No,Moderate,20.58,58.29,32397,77128,81500,47506,44964,45,2654,892,618,666,1777,211,1
25,027,7316.00,49340,2015,2584,285,697,4773,20,531,1051,7357,35.12,613,2168,No,Moderate,29.24,53.58,32179,77128,81500,43668,41328,71,2883,1229,407,543,1625,715,1
25,017,3833.00,15764,2015,1049,433,112,1993,7,145,352,3042,34.48,513,1164,No,Middle,14.86,82.71,63291,90625,101700,84116,74960,59,1336,822,602,613,551,172,1
25,017,3840.02,15764,2015,1977,433,972,3538,3,240,329,5515,35.85,1459,2455,No,Upper,7.58,131.17,83109,90625,101700,133400,118875,37,2873,879,795,1027,1428,418,1
25,017,3832.00,15764,2015,3117,1001,183,2929,18,339,1576,6046,51.55,1317,2108,No,Moderate,10.12,67.52,53435,90625,101700,68668,61194,66,2239,1757,966,990,1118,131,1
25,017,3881.00,15764,2015,1056,104,814,3940,1,24,113,4996,21.14,1271,1892,No,Upper,6.36,137.58,102222,90625,101700,139919,124688,32,1984,1446,1197,1453,439,92,0
25,017,3632.02,15764,2015,597,80,435,2865,4,17,61,3462,17.24,944,1179,No,Upper,1.59,137.93,109205,90625,101700,140275,125000,51,1179,1079,1048,1070,109,0,0
25,017,3631.02,15764,2015,2004,195,1487,3905,5,102,215,5909,33.91,1345,2170,No,Upper,5.18,134.71,84559,90625,101700,137000,122083,32,2437,1231,1091,1290,880,267,0
25,017,3591.00,15764,2015,997,103,564,5201,3,146,181,6198,16.09,1591,2197,No,Upper,5.09,141.11,104353,90625,101700,143509,127887,43,2263,1853,1577,1682,515,66,0
25,017,3621.00,15764,2015,595,99,381,4257,1,14,100,4852,12.26,1367,1594,No,Upper,6.02,188.35,155000,90625,101700,191552,170694,35,1660,1651,1444,1444,150,66,0
25,017,3613.00,15764,2015,718,100,255,5528,5,151,207,6246,11.50,1557,2118,No,Upper,5.58,174.06,131453,90625,101700,177019,157750,50,2269,2162,1717,1755,363,151,0
25,017,3611.00,15764,2015,361,64,177,5296,2,35,83,5657,6.38,1317,2097,No,Upper,4.33,173.10,114869,90625,101700,176043,156875,52,2385,2009,1627,1813,284,288,0
25,017,3612.00,15764,2015,1187,83,276,4578,1,462,365,5765,20.59,1308,1868,No,Upper,2.72,162.46,112845,90625,101700,165222,147237,46,1990,1664,1284,1366,502,122,0
25,027,7451.00,49340,2015,350,81,102,5561,4,36,127,5911,5.92,1641,2115,No,Upper,5.89,133.77,97227,77128,81500,109023,103177,56,2115,2040,1831,1831,284,0,0
25,017,3211.00,15764,2015,1449,354,436,5543,6,196,457,6992,20.72,1691,3001,No,Middle,8.64,111.18,74650,90625,101700,113070,100759,25,3201,1993,1882,2007,994,200,0
25,027,7444.00,49340,2015,805,253,71,3169,2,76,403,3974,20.26,1104,1502,No,Middle,15.04,94.09,58542,77128,81500,76683,72577,66,1570,1426,872,872,630,68,0
25,017,3826.01,15764,2015,1307,161,805,2962,5,138,198,4269,30.62,878,2149,No,Middle,6.11,113.34,74073,90625,101700,115267,102717,28,2278,500,400,1283,866,129,0
25,017,3821.00,15764,2015,712,78,423,4199,0,93,118,4911,14.50,1426,1768,No,Upper,1.96,127.40,97234,90625,101700,129566,115461,54,1779,1718,1627,1638,130,11,0
25,017,3861.00,15764,2015,274,63,137,3845,1,16,57,4119,6.65,1212,1468,No,Upper,2.96,184.57,145250,90625,101700,187708,167273,41,1498,1412,1274,1294,174,30,0
25,017,3602.00,15764,2015,653,121,309,4423,4,95,124,5076,12.86,1419,1741,No,Upper,2.09,189.15,143792,90625,101700,192366,171420,43,1791,1620,1430,1474,267,50,0
25,017,3652.01,15764,2015,584,113,326,5023,1,25,119,5607,10.42,1539,1801,No,Upper,1.57,185.55,158472,90625,101700,188704,168162,48,1829,1829,1777,1777,24,28,0
25,017,3652.02,15764,2015,475,74,243,3845,3,52,103,4320,11.00,1209,1402,No,Upper,3.87,183.44,140104,90625,101700,186558,166250,37,1482,1302,1144,1144,258,80,0
25,017,3662.02,15764,2015,640,74,448,4059,0,20,98,4699,13.62,1442,1802,No,Upper,1.64,175.25,135500,90625,101700,178229,158821,45,1919,1850,1696,1696,106,117,0
25,017,3333.00,15764,2015,803,127,154,3260,7,216,299,4063,19.76,986,1618,No,Moderate,10.78,69.69,59516,90625,101700,70875,63162,71,1875,1506,633,691,927,257,0
25,017,3334.00,15764,2015,1252,172,444,4977,5,279,352,6229,20.10,1560,2489,No,Middle,10.69,91.79,71307,90625,101700,93350,83192,49,2591,2006,1471,1625,864,102,0
25,017,3322.00,15764,2015,2182,183,1315,6194,18,371,295,8376,26.05,2168,3069,No,Middle,4.48,103.75,80048,90625,101700,105514,94028,33,3156,2240,1850,1873,1196,87,0
25,017,3323.00,15764,2015,1427,101,956,5250,7,258,105,6677,21.37,1798,2619,No,Middle,2.15,96.86,81378,90625,101700,98507,87786,47,2664,2156,2034,2121,498,45,0
25,017,3321.00,15764,2015,906,91,650,5066,3,79,83,5972,15.17,1685,2005,No,Upper,1.87,124.17,110673,90625,101700,126281,112531,45,2078,2015,1942,1942,63,73,0
25,009,2544.02,15764,2015,1745,123,1157,4968,4,83,378,6713,25.99,1736,2234,No,Upper,3.14,173.39,131797,90625,101700,176338,157137,28,2398,2001,1764,1834,400,164,0
25,009,2542.00,15764,2015,646,79,221,4372,3,77,266,5018,12.87,1026,1837,No,Middle,5.98,117.04,71494,90625,101700,119030,106071,71,2007,1443,999,1123,714,170,0
25,017,3141.02,15764,2015,1010,167,363,6213,3,181,296,7223,13.98,1898,2930,No,Middle,4.01,91.87,63404,90625,101700,93432,83258,29,3007,2243,1949,2237,693,77,0
25,009,2603.02,15764,2015,177,35,39,2914,0,24,79,3091,5.73,817,1147,No,Middle,6.76,104.01,78808,90625,101700,105778,94266,33,1184,1041,1006,1040,107,37,0
25,009,2509.00,15764,2015,2092,17,6,101,3,26,2040,2193,95.39,530,823,No,Low,35.31,33.10,25679,90625,101700,33663,30000,47,900,535,47,47,776,77,0
25,009,2521.01,15764,2015,876,69,111,2633,6,108,582,3509,24.96,807,1438,No,Middle,9.51,88.57,55765,90625,101700,90076,80273,53,1483,1034,807,825,613,45,0
25,009,2532.03,15764,2015,300,33,168,3860,6,27,66,4160,7.21,1059,1446,No,Upper,0.40,162.65,126964,90625,101700,165415,147404,31,1446,1208,1123,1216,230,0,0
25,009,2531.00,15764,2015,668,71,165,4684,11,100,321,5352,12.48,1237,2109,No,Middle,5.97,84.22,53430,90625,101700,85652,76331,66,2353,1874,1206,1429,680,244,0
25,017,3125.01,15764,2015,1007,122,295,3457,8,180,402,4464,22.56,1094,1614,No,Middle,8.17,104.21,80179,90625,101700,105982,94444,49,1771,1464,1214,1235,379,157,0
25,017,3883.00,15764,2015,2889,183,819,2531,7,240,1640,5420,53.30,678,1629,No,Low,40.38,23.66,18002,90625,101700,24062,21444,59,1856,334,31,151,1478,227,0
25,017,3302.00,15764,2015,511,102,229,6150,12,58,110,6661,7.67,1694,2286,No,Middle,6.98,110.52,85833,90625,101700,112399,100167,44,2456,1961,1613,1907,379,170,0
25,017,3343.00,15764,2015,385,55,212,7220,1,27,90,7605,5.06,2185,2596,No,Upper,1.00,140.60,117857,90625,101700,142990,127426,49,2650,2558,2467,2467,129,54,0
25,017,3152.00,15764,2015,631,79,299,6954,5,91,157,7585,8.32,1947,2893,No,Middle,2.34,106.34,73466,90625,101700,108148,96373,30,3117,2424,2016,2146,747,224,0
25,017,3131.01,15764,2015,555,73,316,4933,6,33,127,5488,10.11,1418,1708,No,Upper,1.16,127.46,106111,90625,101700,129627,115515,25,1859,1695,1480,1553,155,151,0
25,017,3352.00,15764,2015,365,50,149,5272,1,54,111,5637,6.48,1497,2259,No,Upper,3.44,122.90,92396,90625,101700,124989,111380,68,2348,2079,1674,1804,455,89,0
25,017,3313.00,15764,2015,556,105,262,6441,3,44,142,6997,7.95,1841,2189,No,Middle,1.46,118.93,105996,90625,101700,120952,107787,29,2252,2202,2038,2038,151,63,0
25,017,3381.00,15764,2015,579,97,376,2385,1,33,72,2964,19.53,812,1041,No,Upper,3.50,177.33,125673,90625,101700,180345,160714,68,1082,1082,969,969,72,41,0
25,017,3384.00,15764,2015,670,89,472,5075,3,20,86,5745,11.66,1710,1944,No,Upper,0.48,191.29,160551,90625,101700,194542,173357,49,2045,2045,1868,1868,76,101,0
25,009,2069.00,15764,2015,1868,115,107,2097,15,591,1040,3965,47.11,998,2377,No,Low,34.60,39.62,19035,90625,101700,40294,35909,71,2709,704,160,344,2033,332,0
25,009,2053.00,15764,2015,793,85,101,3697,7,181,419,4490,17.66,1104,1658,No,Middle,8.27,96.72,71472,90625,101700,98364,87653,66,1698,1669,1384,1384,274,40,0
25,009,2059.00,15764,2015,2325,128,308,2025,5,428,1456,4350,53.45,1044,1474,No,Low,14.63,47.69,42061,90625,101700,48501,43225,71,1609,1457,701,723,751,135,0
25,009,2011.00,15764,2015,153,25,58,3257,3,15,52,3410,4.49,924,1507,No,Upper,3.12,136.55,81831,90625,101700,138871,123750,71,1534,1351,1082,1082,425,27,0
25,009,2131.00,15764,2015,391,89,123,7570,2,32,145,7961,4.91,2191,2571,No,Upper,2.11,185.49,143045,90625,101700,188643,168102,30,2648,2616,2495,2506,65,77,0
25,009,2213.00,15764,2015,166,39,54,4366,2,9,62,4532,3.66,1258,1990,No,Moderate,5.62,79.80,70431,90625,101700,81157,72320,71,2589,2356,1378,1378,612,599,0
25,009,2219.01,15764,2015,106,26,32,3313,7,2,39,3419,3.10,843,1361,No,Middle,3.24,108.96,68702,90625,101700,110812,98750,52,1451,1286,1024,1150,211,90,0
25,009,2092.00,15764,2015,289,54,138,5219,3,15,79,5508,5.25,1638,1882,No,Upper,3.60,126.89,101250,90625,101700,129047,115000,44,1979,1950,1817,1846,36,97,0
25,009,2032.00,15764,2015,196,51,38,4361,4,19,84,4557,4.30,1264,1816,No,Upper,4.46,153.37,102321,90625,101700,155977,139000,59,1969,1785,1428,1478,338,153,0
25,009,2683.00,15764,2015,201,57,45,3925,8,23,68,4126,4.87,903,2073,No,Upper,4.21,134.78,64290,90625,101700,137071,122150,71,2254,1525,985,1154,919,181,0
25,009,2103.00,15764,2015,964,115,263,8146,5,243,338,9110,10.58,1934,4129,No,Middle,5.87,85.17,54684,90625,101700,86618,77188,22,4404,1695,1460,2193,1936,275,0
25,009,2201.01,15764,2015,147,26,35,3856,2,23,61,4003,3.67,1116,1769,No,Middle,5.18,116.68,67478,90625,101700,118664,105750,71,2653,2437,1176,1176,593,884,0
25,009,2044.00,15764,2015,312,68,32,2989,4,37,171,3301,9.45,686,1570,No,Middle,6.51,89.93,56552,90625,101700,91459,81500,71,1803,1453,784,917,653,233,0
25,009,2043.00,15764,2015,2104,67,53,1800,10,163,1811,3904,53.89,803,1560,No,Low,21.14,41.26,37569,90625,101700,41961,37396,71,1724,734,244,425,1135,164,0
25,009,2141.00,15764,2015,287,65,75,5802,4,31,112,6089,4.71,1711,2033,No,Upper,2.37,141.91,115015,90625,101700,144322,128606,43,2067,1999,1854,1867,166,34,0
25,021,4152.00,14454,2015,1290,131,369,4560,5,547,238,5850,22.05,1456,2080,No,Upper,4.44,138.99,82083,83664,90000,125091,116290,25,2174,1583,1338,1445,635,94,0
25,021,4151.02,14454,2015,1301,146,438,6164,11,496,210,7465,17.43,2159,3151,No,Middle,7.04,109.31,77352,83664,90000,98379,91456,36,3365,2175,1538,2010,1141,214,0
25,021,4151.01,14454,2015,604,66,315,3928,1,134,88,4532,13.33,1142,1595,No,Upper,2.65,129.55,92438,83664,90000,116595,108387,48,1648,1483,1201,1332,263,53,0
25,021,4025.00,14454,2015,527,40,62,3737,4,226,195,4264,12.36,975,1460,No,Upper,3.45,180.74,123438,83664,90000,162666,151219,51,1551,1176,1085,1123,337,91,0
25,021,4051.00,14454,2015,490,78,288,5099,7,34,83,5589,8.77,1548,1773,No,Upper,1.97,212.83,164583,83664,90000,191547,178065,46,1865,1844,1602,1614,159,92,0
25,021,4112.00,14454,2015,621,76,307,5941,0,101,137,6562,9.46,1549,2235,No,Upper,6.57,129.09,77708,83664,90000,116181,108007,53,2336,2147,1751,1811,424,101,0
25,023,5012.02,14454,2015,328,75,129,6803,7,35,82,7131,4.60,1752,2564,No,Upper,2.01,162.69,99750,83664,90000,146421,136121,33,2863,1979,1850,2085,479,299,0
25,023,5001.01,14454,2015,210,76,24,3492,8,50,52,3702,5.67,925,1605,No,Upper,6.52,125.33,82428,83664,90000,112797,104861,68,1949,1710,997,1095,510,344,0
25,021,4061.01,14454,2015,351,63,146,5186,3,46,93,5537,6.34,1459,1890,No,Upper,2.22,165.65,112375,83664,90000,149085,138594,42,1969,1748,1568,1579,311,79,0
25,021,4091.02,14454,2015,220,43,84,4790,5,33,55,5010,4.39,1270,1588,No,Upper,3.11,158.79,115343,83664,90000,142911,132857,27,1647,1604,1469,1478,110,59,0
25,021,4134.01,14454,2015,321,45,59,2846,1,110,106,3167,10.14,822,1503,No,Middle,3.21,116.23,65861,83664,90000,104607,97243,71,1545,1249,753,785,718,42,0
25,023,5051.02,14454,2015,194,82,36,4797,3,23,50,4991,3.89,1373,1660,No,Upper,2.92,136.66,104125,83664,90000,122994,114343,47,1850,1802,1512,1528,132,190,0
25,021,4141.00,14454,2015,1471,117,912,4222,0,310,132,5693,25.84,1524,1865,No,Upper,3.79,164.89,122340,83664,90000,148401,137955,34,1919,1816,1686,1710,155,54,0
25,021,4142.00,14454,2015,1268,134,726,5915,8,228,172,7183,17.65,2259,2448,No,Upper,2.73,173.97,141479,83664,90000,156573,145552,35,2448,2428,2342,2342,106,0,0
25,021,4143.00,14454,2015,602,81,288,4134,1,163,69,4736,12.71,1247,1825,No,Upper,7.88,124.39,77888,83664,90000,111951,104071,51,1903,1545,1205,1241,584,78,0
25,021,4564.01,14454,2015,552,132,85,2213,2,242,91,2765,19.96,841,1066,No,Moderate,8.31,71.90,47418,83664,90000,64710,60160,63,1066,1008,832,890,176,0,0
25,021,4113.01,14454,2015,264,61,84,5263,3,53,63,5527,4.78,1429,1973,No,Upper,1.45,157.41,106219,83664,90000,141669,131698,31,2068,1703,1607,1739,234,95,0
25,021,4122.00,14454,2015,225,34,120,3347,2,19,50,3572,6.30,953,1461,No,Upper,1.50,209.02,108646,83664,90000,188118,174875,43,1471,947,878,1195,266,10,0
25,025,0201.01,14454,2015,411,58,187,3782,1,26,139,4193,9.80,778,2533,No,Upper,2.75,219.52,93244,83664,90000,197568,183667,71,2918,990,452,1055,1478,385,1
25,025,0303.00,14454,2015,884,96,287,3988,12,250,239,4872,18.14,770,2633,No,Upper,11.06,203.95,106602,83664,90000,183555,170640,45,2987,145,58,1103,1530,354,1
25,025,0701.01,14454,2015,2378,134,1607,3524,3,274,360,5902,40.29,880,2448,No,Upper,26.28,211.94,41786,83664,90000,190746,177321,48,2779,97,27,889,1559,331,1
25,025,0105.00,14454,2015,1074,65,406,1970,4,308,291,3044,35.28,379,1594,No,Middle,30.02,91.99,36017,83664,90000,82791,76964,71,1783,336,132,145,1449,189,1
25,025,0104.05,14454,2015,1755,165,719,3767,10,426,435,5522,31.78,185,968,No,Low,44.30,17.89,14188,83664,90000,16101,14971,71,1040,64,0,70,898,72,1
25,025,0810.01,14454,2015,2710,134,923,2180,19,684,950,4890,55.42,846,2172,No,Low,32.46,38.31,32835,83664,90000,34479,32059,42,2377,875,77,148,2024,205,1
25,025,0809.00,14454,2015,1407,96,664,2601,5,329,313,4008,35.10,447,1594,No,Middle,38.13,81.00,33750,83664,90000,72900,67768,64,1754,779,156,175,1419,160,1
25,025,0104.03,14454,2015,1317,91,628,1686,10,295,293,3003,43.86,240,1927,No,Low,44.46,42.11,20365,83664,90000,37899,35234,58,2094,196,13,60,1867,167,1
25,025,0108.02,14454,2015,517,74,277,2542,0,47,119,3059,16.90,491,1926,No,Upper,14.61,245.32,85362,83664,90000,220788,205250,71,2151,430,182,782,1144,225,1
25,025,0106.00,14454,2015,699,46,361,2159,2,134,156,2858,24.46,470,1761,No,Upper,12.22,149.40,68080,83664,90000,134460,125000,43,2031,151,73,352,1409,270,1
