StateCode,CountyCode,TractCode,MSA,CensusYear,Minority_Population,Non_hispanic_other,Non_hispanic_asian,Non_hispanic_white,Non_hispanic_american_indian,Non_hispanic_black,Hispanics,Population,Minority_percentage,Family_count,Household_count,DistressedTractInd,Income_Indicator,Poverty_level_percentage,MSA_MFI_pct,Decennial_Trace_MHI,Decennial_MSA_MFI,HUD_est_MSA_MFI,Est_Income,sDecennial_Tract_MFI,Median_unit_age,Total_housing_units,Num_1_to_4_units,Own_occ_1_to_4_units,Owner_occupied_units,Renter_occupied_units,Units_vacant,Central_City_Flag
36,051,0302.02,40380,2015,380,91,63,5463,15,48,163,5843,6.50,1588,2263,No,Middle,3.86,115.86,60643,64013,69700,80754,74167,38,2506,2334,1660,1660,603,243,0
36,055,0154.00,40380,2015,222,43,51,3379,5,37,86,3601,6.16,1003,1307,No,Upper,2.95,120.78,67091,64013,69700,84184,77321,38,1408,1287,1131,1131,176,101,0
36,055,0121.00,40380,2015,410,94,31,3323,10,93,182,3733,10.98,847,1541,No,Middle,7.53,88.29,47091,64013,69700,61538,56523,71,1629,1629,1095,1095,446,88,0
36,055,0117.05,40380,2015,323,43,112,4829,1,78,89,5152,6.27,1354,2460,No,Upper,5.06,131.80,63333,64013,69700,91865,84375,40,2572,2301,2109,2109,351,112,0
36,055,0119.02,40380,2015,325,51,97,5812,1,82,94,6137,5.30,1774,2527,No,Upper,5.38,123.92,65605,64013,69700,86372,79329,44,2683,2432,2243,2352,175,156,0
36,055,0118.00,40380,2015,346,70,68,4868,17,76,115,5214,6.64,1484,2345,No,Middle,6.62,115.27,62257,64013,69700,80343,73793,63,2424,2301,1657,1657,688,79,0
36,055,0117.07,40380,2015,528,112,153,6248,11,132,120,6776,7.79,1977,2406,No,Upper,3.39,155.46,91803,64013,69700,108356,99519,32,2406,2361,2118,2118,288,0,0
36,055,0132.04,40380,2015,1329,149,442,6623,19,446,273,7952,16.71,1983,2859,No,Middle,2.38,119.45,68697,64013,69700,83257,76465,39,2906,2335,2180,2198,661,47,0
36,055,0132.03,40380,2015,1067,146,282,4452,15,457,167,5519,19.33,1639,2092,No,Middle,10.05,100.42,59099,64013,69700,69993,64283,45,2127,2022,1737,1763,329,35,0
36,055,0148.03,40380,2015,149,27,24,3202,6,19,73,3351,4.45,942,1098,No,Upper,6.69,123.22,79211,64013,69700,85884,78882,36,1222,1199,1046,1069,29,124,0
36,055,0148.02,40380,2015,228,52,27,5300,8,60,81,5528,4.12,1556,2030,No,Upper,9.12,121.06,65536,64013,69700,84379,77500,44,2204,2166,1821,1821,209,174,0
36,069,0505.00,40380,2015,231,73,15,5869,26,30,87,6100,3.79,1752,2394,No,Middle,5.54,112.42,60714,64013,69700,78357,71968,39,2498,2394,1991,2009,385,104,0
36,051,0307.00,40380,2015,266,93,39,7543,19,43,72,7809,3.41,2246,3149,No,Middle,5.20,102.61,59568,64013,69700,71519,65685,37,3591,3565,2627,2627,522,442,0
36,055,0116.01,40380,2015,533,91,169,5252,5,144,124,5785,9.21,1589,2411,No,Upper,5.40,127.78,60524,64013,69700,89063,81799,38,2586,2120,1926,1926,485,175,0
36,055,0119.01,40380,2015,867,98,280,5344,2,281,206,6211,13.96,1628,2619,No,Middle,8.11,113.09,58629,64013,69700,78824,72396,33,2673,2189,1805,1820,799,54,0
36,055,0122.02,40380,2015,224,28,72,3392,2,48,74,3616,6.19,1012,1524,No,Upper,4.73,144.89,85833,64013,69700,100988,92750,43,1615,1415,1247,1275,249,91,0
36,055,0123.01,40380,2015,736,86,408,5212,12,91,139,5948,12.37,1749,2400,No,Upper,3.83,175.34,87400,64013,69700,122212,112243,45,2440,2003,1775,1802,598,40,0
36,055,0131.01,40380,2015,1206,132,403,5261,10,458,203,6467,18.65,1787,2620,No,Middle,8.24,94.44,55625,64013,69700,65825,60457,44,2741,2568,2148,2148,472,121,0
36,055,0124.02,40380,2015,286,41,116,5849,7,25,97,6135,4.66,1740,2075,No,Upper,0.99,192.86,112691,64013,69700,134423,123458,29,2083,2083,2043,2043,32,8,0
36,055,0114.00,40380,2015,1316,175,426,6934,16,317,382,8250,15.95,2114,3426,No,Middle,10.57,80.15,47652,64013,69700,55865,51307,42,3636,2803,1914,1914,1512,210,0
36,055,0112.01,40380,2015,223,39,86,3426,0,35,63,3649,6.11,1071,1501,No,Upper,5.09,133.10,72462,64013,69700,92771,85203,44,1600,1584,1408,1417,84,99,0
36,055,0113.01,40380,2015,567,78,180,7311,10,111,188,7878,7.20,2059,2494,No,Upper,3.55,153.25,92966,64013,69700,106815,98105,24,2585,2585,2468,2468,26,91,0
36,055,0132.05,40380,2015,1210,101,416,3391,5,503,185,4601,26.30,890,1330,No,Middle,12.37,110.99,62384,64013,69700,77360,71050,31,1452,1270,1080,1080,250,122,0
36,055,0024.00,40380,2015,2625,134,140,948,15,1559,777,3573,73.47,735,1255,No,Low,47.33,38.38,21099,64013,69700,26751,24570,71,1571,1372,343,343,912,316,1
36,055,0143.01,40380,2015,755,66,110,2161,18,311,250,2916,25.89,750,1353,No,Moderate,9.50,66.13,31020,64013,69700,46093,42333,39,1427,1020,753,763,590,74,0
36,055,0010.00,40380,2015,937,92,138,2731,9,508,190,3668,25.55,238,1827,No,Low,23.99,30.18,29007,64013,69700,21035,19325,71,2141,925,242,268,1559,314,1
36,055,0031.00,40380,2015,624,99,112,4002,8,224,181,4626,13.49,671,2291,No,Upper,10.49,121.37,49935,64013,69700,84595,77695,71,2763,1920,799,821,1470,472,1
36,055,0064.00,40380,2015,2532,91,3,59,20,2278,140,2591,97.72,584,908,No,Moderate,30.43,55.09,25789,64013,69700,38398,35271,71,1200,1037,370,370,538,292,1
36,055,0095.00,40380,2015,1829,80,163,1134,3,1445,138,2963,61.73,552,1552,No,Middle,21.41,87.03,34943,64013,69700,60660,55714,71,1747,1157,432,432,1120,195,1
36,055,0066.00,40380,2015,1906,53,12,62,9,1733,99,1968,96.85,514,727,No,Moderate,37.48,54.03,29442,64013,69700,37659,34592,71,874,813,238,238,489,147,1
36,055,0110.00,40380,2015,1011,93,66,4149,5,472,375,5160,19.59,1462,2130,No,Middle,6.50,108.85,56964,64013,69700,75868,69681,54,2276,2011,1689,1776,354,146,1
36,055,0111.00,40380,2015,569,82,21,3534,8,282,176,4103,13.87,1079,1865,No,Middle,12.98,91.15,53228,64013,69700,63532,58350,67,1909,1822,1557,1557,308,44,0
36,055,0060.00,40380,2015,1296,104,24,2119,15,866,287,3415,37.95,701,1523,No,Middle,20.72,95.91,40677,64013,69700,66849,61401,71,1795,1530,1032,1032,491,272,1
36,055,0083.01,40380,2015,2659,143,38,1389,7,1305,1166,4048,65.69,1100,1737,No,Moderate,18.28,60.71,33621,64013,69700,42315,38867,59,1994,1846,1058,1058,679,257,1
36,055,0053.00,40380,2015,1836,62,21,151,3,1069,681,1987,92.40,411,616,No,Low,36.61,43.17,28174,64013,69700,30089,27639,71,867,841,161,161,455,251,1
36,055,0078.02,40380,2015,205,31,43,1290,2,88,41,1495,13.71,392,775,No,Upper,3.90,178.02,71971,64013,69700,124080,113958,71,840,653,533,533,242,65,1
36,055,0126.00,40380,2015,466,66,157,4463,4,129,110,4929,9.45,1314,2259,No,Upper,2.97,183.43,73060,64013,69700,127851,117424,54,2525,1655,1404,1480,779,266,0
36,055,0125.00,40380,2015,349,53,73,4101,1,122,100,4450,7.84,1298,2080,No,Upper,4.99,139.19,72771,64013,69700,97015,89100,56,2197,1739,1560,1560,520,117,0
36,055,0063.00,40380,2015,2778,110,12,293,4,2523,129,3071,90.46,744,1036,No,Moderate,41.67,61.18,28750,64013,69700,42642,39167,71,1364,1313,523,523,513,328,1
36,055,0134.01,40380,2015,773,76,53,3270,8,338,298,4043,19.12,967,1895,No,Middle,14.88,84.29,45042,64013,69700,58750,53958,38,2092,1515,690,726,1169,197,0
36,055,0135.03,40380,2015,420,59,82,5165,17,119,143,5585,7.52,1725,2029,No,Upper,2.54,133.54,80848,64013,69700,93077,85486,28,2055,2055,1978,1978,51,26,0
36,055,0020.00,40380,2015,2943,210,196,1869,16,1780,741,4812,61.16,1116,1834,No,Moderate,22.43,64.44,35938,64013,69700,44915,41250,71,2206,1930,930,939,895,372,1
36,055,0140.01,40380,2015,627,56,105,4415,5,244,217,5042,12.44,1521,2204,No,Middle,9.77,99.22,52639,64013,69700,69156,63516,35,2204,1689,1504,1504,700,0,0
36,055,0139.01,40380,2015,470,58,81,3835,6,177,148,4305,10.92,1032,1607,No,Middle,6.32,83.03,49682,64013,69700,57872,53155,56,1757,1571,1362,1379,228,150,0
36,055,0104.00,40380,2015,1082,101,73,3969,4,482,422,5051,21.42,1543,2210,No,Middle,11.76,90.59,46192,64013,69700,63141,57991,59,2226,1738,1559,1559,651,16,0
36,055,0102.00,40380,2015,217,52,38,3712,7,45,75,3929,5.52,1138,1485,No,Upper,6.48,123.19,71289,64013,69700,85863,78864,58,1542,1542,1447,1447,38,57,0
36,055,0127.00,40380,2015,517,115,160,3338,7,111,124,3855,13.41,1104,1505,No,Upper,7.94,140.59,74583,64013,69700,97991,90000,63,1633,1422,1270,1281,224,128,0
36,055,0130.02,40380,2015,1626,166,897,4957,8,330,225,6583,24.70,1636,2988,No,Middle,9.49,119.69,58816,64013,69700,83424,76619,42,3289,2242,1851,1866,1122,301,0
36,055,0122.01,40380,2015,510,82,111,5501,9,146,162,6011,8.48,1026,1445,No,Upper,5.64,192.87,101250,64013,69700,134430,123462,54,1493,1374,1115,1125,320,48,0
36,055,0128.00,40380,2015,1007,142,461,3424,3,222,179,4431,22.73,1121,2134,No,Middle,2.95,115.04,55547,64013,69700,80183,73646,55,2342,1354,1070,1070,1064,208,0
36,055,0071.00,40380,2015,2403,107,41,774,3,2097,155,3177,75.64,771,1133,No,Moderate,15.64,78.92,42961,64013,69700,55007,50520,71,1385,1342,735,735,398,252,1
36,055,0067.00,40380,2015,2602,104,21,464,6,2340,131,3066,84.87,882,1206,No,Moderate,12.73,66.39,46915,64013,69700,46274,42500,71,1363,1299,785,785,421,157,1
36,055,0070.00,40380,2015,2087,99,66,876,7,1780,135,2963,70.44,639,1134,No,Middle,16.29,80.37,41330,64013,69700,56018,51450,71,1325,1218,615,615,519,191,1
36,055,0033.00,40380,2015,425,45,42,1232,14,246,78,1657,25.65,260,1062,No,Moderate,34.58,51.60,23542,64013,69700,35965,33036,61,1123,557,253,253,809,61,1
36,055,0038.05,40380,2015,2866,239,1057,4387,8,1199,363,7253,39.51,864,2726,No,Moderate,29.76,79.55,27018,64013,69700,55446,50926,49,2960,2074,912,938,1788,234,1
36,055,0036.00,40380,2015,664,87,90,2039,14,331,142,2703,24.57,619,1346,No,Middle,19.92,102.69,43140,64013,69700,71575,65739,71,1440,1408,757,769,577,94,1
36,055,0079.00,40380,2015,1693,53,18,222,3,910,709,1915,88.41,359,577,No,Low,61.03,28.91,21964,64013,69700,20150,18510,71,824,816,241,241,336,247,1
36,055,0047.01,40380,2015,2050,57,58,983,9,910,1016,3033,67.59,705,1524,No,Low,29.83,45.50,19008,64013,69700,31714,29132,46,1629,725,396,396,1128,105,1
36,055,0050.00,40380,2015,1680,64,72,97,8,764,772,1777,94.54,421,614,No,Low,53.13,26.39,16250,64013,69700,18394,16896,60,833,812,217,225,389,219,1
36,055,0109.01,40380,2015,2284,136,112,2996,14,1218,804,5280,43.26,1146,2122,No,Low,29.86,44.19,26546,64013,69700,30800,28289,45,2247,1300,764,764,1358,125,1
36,055,0105.00,40380,2015,322,51,68,4179,13,90,100,4501,7.15,1278,1745,No,Middle,5.53,115.27,68358,64013,69700,80343,73790,54,1805,1794,1669,1669,76,60,1
36,055,0106.01,40380,2015,466,45,40,2177,3,190,188,2643,17.63,733,1128,No,Moderate,12.96,78.98,41000,64013,69700,55049,50563,52,1207,1078,899,899,229,79,1
36,055,0145.01,40380,2015,456,47,70,3875,0,250,89,4331,10.53,1271,1669,No,Upper,2.05,129.42,71625,64013,69700,90206,82847,28,1702,1607,1548,1548,121,33,0
36,055,0145.04,40380,2015,995,77,164,4595,9,602,143,5590,17.80,1644,2008,No,Upper,1.12,124.85,70648,64013,69700,87020,79922,38,2008,1971,1971,1971,37,0,0
36,055,0116.04,40380,2015,182,32,52,2103,6,51,41,2285,7.96,556,1144,No,Middle,3.81,117.94,62589,64013,69700,82204,75500,44,1224,974,780,838,306,80,0
36,055,0141.02,40380,2015,548,39,107,3209,3,231,168,3757,14.59,1102,1427,No,Middle,4.23,108.59,61890,64013,69700,75687,69515,42,1520,1442,1260,1260,167,93,0
36,055,0135.06,40380,2015,1256,123,227,7426,18,546,342,8682,14.47,2491,3224,No,Middle,3.65,114.85,66767,64013,69700,80050,73524,18,3380,2894,2563,2563,661,156,0
36,013,0373.00,99999,2015,192,36,19,5002,9,34,94,5194,3.70,1558,2417,Yes,Middle,14.64,93.35,46431,54386,60000,56010,50773,68,2606,2501,1861,1866,551,189,0
36,013,0303.00,99999,2015,781,125,6,1351,20,246,384,2132,36.63,574,880,No,Moderate,28.59,53.78,25991,54386,60000,32268,29250,71,1116,1015,339,339,541,236,0
36,003,9505.00,99999,2015,150,46,12,3649,7,26,59,3799,3.95,1123,1664,No,Middle,10.57,96.10,39773,54386,60000,57660,52269,57,2253,2159,1280,1280,384,589,0
36,009,9617.00,99999,2015,551,155,50,2994,40,190,116,3545,15.54,677,1750,No,Moderate,24.70,76.88,33077,54386,60000,46128,41813,71,2135,1873,643,643,1107,385,0
36,013,0363.00,99999,2015,721,75,14,4106,18,324,290,4827,14.94,1226,1841,Yes,Middle,14.84,103.16,39325,54386,60000,61896,56106,65,2193,2089,1424,1424,417,352,0
36,003,9508.00,99999,2015,831,115,222,5553,9,275,210,6384,13.02,817,1504,No,Middle,14.27,115.01,45634,54386,60000,69006,62550,43,2011,1752,994,998,506,507,0
36,123,1505.00,40380,2015,146,30,20,4378,7,16,73,4524,3.23,1347,1859,No,Middle,14.97,98.45,49957,64013,69700,68620,63025,41,2619,2438,1413,1413,446,760,0
36,123,1501.00,40380,2015,239,52,20,5703,8,49,110,5942,4.02,1579,2206,No,Middle,18.50,82.99,46691,64013,69700,57844,53125,43,3141,2975,1696,1696,510,935,0
36,109,0015.00,27060,2015,1158,167,647,4626,13,166,165,5784,20.02,1355,2367,No,Upper,9.35,138.57,65612,72231,77200,106976,100096,30,2543,1982,1266,1266,1101,176,0
36,109,0006.00,27060,2015,1369,147,805,3768,8,157,252,5137,26.65,976,2111,No,Upper,17.73,150.07,65559,72231,77200,115854,108404,48,2249,1458,968,1003,1108,138,1
36,109,0008.00,27060,2015,833,120,168,1685,9,294,242,2518,33.08,369,1183,No,Moderate,31.50,60.46,34159,72231,77200,46675,43672,71,1254,1043,299,299,884,71,1
36,109,0011.00,27060,2015,860,183,264,4787,5,151,257,5647,15.23,785,2024,No,Middle,37.20,117.14,41667,72231,77200,90432,84617,50,2191,1845,908,908,1116,167,1
36,109,0013.00,27060,2015,1836,215,1107,4373,15,221,278,6209,29.57,1171,2758,No,Upper,29.25,147.98,49153,72231,77200,114241,106891,38,3167,2466,1355,1355,1403,409,1
36,109,0005.00,27060,2015,1550,122,973,2923,6,223,226,4473,34.65,991,1820,No,Upper,12.75,132.49,62807,72231,77200,102282,95699,41,1859,1228,804,804,1016,39,0
36,109,0010.00,27060,2015,1122,183,183,2948,22,499,235,4070,27.57,901,2030,No,Middle,13.23,80.14,35326,72231,77200,61868,57891,59,2030,1352,902,902,1128,0,1
36,109,0009.00,27060,2015,720,169,100,3260,7,286,158,3980,18.09,895,1646,No,Middle,13.54,110.40,49768,72231,77200,85229,79750,37,1728,1193,1020,1020,626,82,1
36,109,0001.00,27060,2015,458,58,204,1172,6,98,92,1630,28.10,188,1038,No,Moderate,30.29,62.99,19809,72231,77200,48628,45500,62,1119,364,51,51,987,81,1
36,015,0111.00,21300,2015,495,133,32,6746,21,189,120,7241,6.84,2153,3209,No,Moderate,14.13,76.31,38852,55246,64300,49067,42161,61,3323,3180,2298,2312,897,114,0
36,015,0109.00,21300,2015,329,81,70,4783,4,113,61,5112,6.44,1359,2148,No,Upper,12.20,155.45,61214,55246,64300,99954,85881,67,2192,2116,1778,1778,370,44,0
42,007,6049.01,38300,2015,415,44,13,3756,2,293,63,4171,9.95,992,1508,No,Middle,2.99,113.59,51190,62376,69700,79172,70855,52,1740,1702,1243,1243,265,232,0
42,007,6042.00,38300,2015,244,54,6,1380,0,142,42,1624,15.02,381,787,No,Moderate,35.59,58.99,29031,62376,69700,41116,36801,71,918,798,381,381,406,131,0
42,003,4572.00,38300,2015,333,70,51,3387,0,163,49,3720,8.95,896,1797,No,Middle,6.17,98.74,40972,62376,69700,68822,61591,55,1902,1674,1237,1260,537,105,0
42,003,4571.00,38300,2015,105,32,13,1323,3,48,9,1428,7.35,389,766,No,Moderate,15.54,62.63,29355,62376,69700,43653,39071,55,798,558,316,316,450,32,0
42,125,7817.00,38300,2015,152,45,5,4169,0,69,33,4321,3.52,1228,1802,No,Middle,7.84,103.56,46056,62376,69700,72181,64600,55,1976,1976,1744,1744,58,174,0
42,003,4150.01,38300,2015,509,57,288,4199,7,71,86,4708,10.81,1172,1519,No,Upper,5.19,130.25,68142,62376,69700,90784,81250,46,1737,1670,1344,1344,175,218,0
42,003,4929.00,38300,2015,647,81,6,1498,0,523,37,2145,30.16,568,1051,No,Moderate,21.88,79.26,35711,62376,69700,55244,49444,65,1329,1175,714,714,337,278,0
42,003,4928.00,38300,2015,1863,62,8,906,2,1741,50,2769,67.28,621,1269,No,Moderate,27.83,54.02,24081,62376,69700,37652,33697,61,1592,1410,698,698,571,323,0
42,003,4912.00,38300,2015,95,17,22,1947,0,46,10,2042,4.65,586,973,No,Middle,7.44,101.65,52303,62376,69700,70850,63409,49,1008,937,736,736,237,35,0
42,003,4961.02,38300,2015,188,36,11,4314,1,113,27,4502,4.18,1323,1926,No,Middle,10.07,108.56,54850,62376,69700,75666,67716,51,2033,2010,1636,1636,290,107,0
42,003,4090.00,38300,2015,965,137,461,10532,8,139,220,11497,8.39,2717,3411,No,Upper,3.57,245.20,130194,62376,69700,170904,152950,16,3685,3263,3029,3029,382,274,0
42,007,6032.02,38300,2015,420,76,57,6669,4,195,88,7089,5.92,2103,2590,No,Upper,5.69,132.58,75551,62376,69700,92408,82699,33,2616,2564,2228,2228,362,26,0
42,003,5261.01,38300,2015,392,65,53,6510,4,210,60,6902,5.68,1861,2631,No,Upper,4.89,129.09,71526,62376,69700,89976,80524,28,2647,2331,2159,2243,388,16,0
42,007,6021.00,38300,2015,821,175,4,2837,7,571,64,3658,22.44,977,1661,No,Moderate,20.07,66.66,33561,62376,69700,46462,41583,71,1977,1715,861,861,800,316,0
42,129,8022.00,38300,2015,150,36,36,2963,0,50,28,3113,4.82,763,1444,No,Middle,9.11,112.02,45366,62376,69700,78078,69875,60,1591,1422,1025,1042,402,147,0
42,003,4120.01,38300,2015,1530,145,1112,7075,15,106,152,8605,17.78,2217,2747,No,Upper,1.58,200.68,112159,62376,69700,139874,125181,25,2984,2903,2691,2691,56,237,0
42,003,4141.01,38300,2015,206,38,81,5152,1,59,27,5358,3.84,1553,2027,No,Upper,2.56,128.08,77083,62376,69700,89272,79893,34,2101,2072,1896,1925,102,74,0
42,003,4142.00,38300,2015,211,47,97,5754,3,22,42,5965,3.54,1682,2220,No,Upper,6.76,139.26,76633,62376,69700,97064,86866,46,2317,2227,2014,2014,206,97,0
42,003,4753.04,38300,2015,340,37,144,5348,6,70,83,5688,5.98,1568,2167,No,Upper,1.93,143.69,71348,62376,69700,100152,89630,29,2182,1891,1754,1754,413,15,0
42,003,5138.00,38300,2015,1670,54,7,489,14,1555,40,2159,77.35,516,840,No,Low,37.43,37.91,21667,62376,69700,26423,23651,71,1358,1261,343,343,497,518,0
42,003,5140.00,38300,2015,1741,81,3,381,6,1629,22,2122,82.05,533,913,No,Low,39.59,34.86,19336,62376,69700,24297,21750,71,1098,776,248,248,665,185,0
42,003,4511.01,38300,2015,209,47,53,3430,1,61,47,3639,5.74,1028,1473,No,Upper,5.46,158.98,78207,62376,69700,110809,99167,40,1586,1397,1214,1268,205,113,0
42,003,4600.01,38300,2015,135,33,25,4115,1,49,27,4250,3.18,1139,1738,No,Middle,8.40,102.09,54167,62376,69700,71157,63683,47,1850,1728,1440,1517,221,112,0
42,003,4867.00,38300,2015,1396,95,6,964,4,1234,57,2360,59.15,581,1293,No,Low,41.20,43.41,21453,62376,69700,30257,27083,56,1534,975,406,406,887,241,0
42,003,4263.00,38300,2015,143,39,26,5894,2,39,37,6037,2.37,1808,2422,No,Middle,1.10,116.83,64195,62376,69700,81431,72877,53,2430,2361,2302,2371,51,8,0
42,003,4850.00,38300,2015,188,20,0,1083,0,150,18,1271,14.79,397,599,No,Moderate,8.77,74.28,37898,62376,69700,51773,46336,71,629,598,474,474,125,30,0
42,003,4838.00,38300,2015,2150,141,96,1015,6,1849,58,3165,67.93,709,1296,No,Moderate,38.03,58.35,25063,62376,69700,40670,36397,71,1840,1379,440,440,856,544,0
42,003,4881.00,38300,2015,483,61,5,1828,1,395,21,2311,20.90,662,963,No,Moderate,8.76,75.28,39147,62376,69700,52470,46957,57,1014,1014,829,829,134,51,0
42,003,4884.00,38300,2015,538,87,18,3915,6,385,42,4453,12.08,1273,2058,No,Middle,12.08,90.24,43306,62376,69700,62897,56294,60,2168,1886,1387,1416,642,110,0
42,003,5523.00,38300,2015,1498,132,2,686,4,1313,47,2184,68.59,543,1045,No,Low,31.06,35.95,28105,62376,69700,25057,22425,71,1427,1413,523,523,522,382,0
42,003,5520.00,38300,2015,1220,146,6,1526,10,968,90,2746,44.43,698,1098,No,Moderate,29.92,64.35,27979,62376,69700,44852,40139,68,1312,1261,730,730,368,214,0
42,003,5041.00,38300,2015,1370,145,38,3873,5,1141,41,5243,26.13,1498,2451,No,Moderate,21.01,64.74,33036,62376,69700,45124,40388,57,2780,2133,1340,1340,1111,329,0
42,003,4580.00,38300,2015,455,53,243,6625,2,88,69,7080,6.43,1807,2907,No,Upper,4.98,126.45,62487,62376,69700,88136,78875,26,3174,2852,2311,2311,596,267,0
42,003,4455.00,38300,2015,474,76,53,3353,2,273,70,3827,12.39,867,1749,No,Upper,5.82,142.61,54021,62376,69700,99399,88958,71,1908,1472,982,1142,607,159,0
42,003,4460.00,38300,2015,72,16,12,1608,0,17,27,1680,4.29,468,595,No,Upper,1.30,256.50,135781,62376,69700,178781,160000,71,645,645,560,560,35,50,0
42,003,5638.00,38300,2015,145,41,33,3661,2,42,27,3806,3.81,993,1523,No,Upper,3.01,145.51,73350,62376,69700,101420,90764,43,1627,1357,1161,1245,278,104,0
42,003,5200.02,38300,2015,519,80,26,2609,10,361,42,3128,16.59,799,1543,No,Middle,11.35,101.94,39816,62376,69700,71052,63590,57,1707,1287,1062,1062,481,164,0
42,003,5211.00,38300,2015,1380,128,162,3223,6,1012,72,4603,29.98,1338,1766,No,Middle,3.07,115.56,65150,62376,69700,80545,72083,53,1852,1852,1688,1688,78,86,0
42,003,5215.00,38300,2015,479,73,166,3862,6,197,37,4341,11.03,1219,1845,No,Upper,2.27,122.82,61410,62376,69700,85606,76616,43,1946,1779,1592,1592,253,101,0
42,003,5213.01,38300,2015,1119,121,292,3107,12,626,68,4226,26.48,987,1975,No,Middle,13.58,108.88,43240,62376,69700,75889,67917,44,2090,1199,1032,1032,943,115,0
42,003,5231.00,38300,2015,3780,139,1,414,11,3581,48,4194,90.13,1136,1723,No,Moderate,14.05,67.61,40679,62376,69700,47124,42174,54,2029,2029,1424,1424,299,306,0
42,003,5237.02,38300,2015,1436,142,54,3744,10,1158,72,5180,27.72,1328,2301,No,Middle,11.02,87.41,42607,62376,69700,60925,54529,49,2728,2140,1520,1534,767,427,0
42,003,5238.00,38300,2015,571,67,23,4080,3,421,57,4651,12.28,1454,2249,No,Middle,3.90,92.09,47476,62376,69700,64187,57446,57,2344,2185,1817,1817,432,95,0
42,003,1005.00,38300,2015,1482,58,13,597,1,1393,17,2079,71.28,584,948,No,Middle,8.60,118.33,49044,62376,69700,82476,73810,55,987,909,701,701,247,39,1
42,003,1018.00,38300,2015,575,49,27,1947,8,442,49,2522,22.80,794,1190,No,Middle,1.61,83.96,53750,62376,69700,58520,52375,64,1314,1314,943,943,247,124,1
42,003,1011.00,38300,2015,934,84,37,1735,10,720,83,2669,34.99,600,1105,No,Moderate,27.48,69.60,32125,62376,69700,48511,43415,71,1516,1493,735,735,370,411,1
42,003,4324.00,38300,2015,355,74,16,2229,1,229,35,2584,13.74,641,1306,No,Moderate,20.53,73.35,37898,62376,69700,51125,45759,68,1479,1081,604,766,540,173,0
42,003,1609.00,38300,2015,333,41,90,2539,5,141,56,2872,11.59,299,1781,No,Middle,22.80,81.69,40292,62376,69700,56938,50956,71,1994,1100,506,598,1183,213,1
42,003,5630.00,38300,2015,1253,79,24,1595,6,1078,66,2848,44.00,572,1047,No,Middle,12.82,92.51,34226,62376,69700,64479,57708,55,1379,1219,814,814,233,332,1
42,003,4643.00,38300,2015,299,46,24,3031,5,187,37,3330,8.98,805,1451,No,Middle,9.26,83.60,44564,62376,69700,58269,52150,68,1618,1400,931,931,520,167,0
42,003,2815.00,38300,2015,289,53,13,1173,1,211,11,1462,19.77,403,656,No,Moderate,13.97,68.08,41389,62376,69700,47452,42467,71,740,740,541,541,115,84,1
42,003,4592.01,38300,2015,691,57,310,5297,5,196,123,5988,11.54,1398,2672,No,Middle,6.10,112.67,56754,62376,69700,78531,70281,28,2960,2168,1785,1822,850,288,0
42,003,1114.00,38300,2015,1188,53,30,165,5,1074,26,1353,87.80,373,621,No,Low,55.40,29.15,18885,62376,69700,20318,18188,68,807,657,196,196,425,186,1
42,003,5619.00,38300,2015,2176,54,0,56,9,2084,29,2232,97.49,571,1058,No,Moderate,26.31,69.59,26154,62376,69700,48504,43413,59,1297,1179,699,699,359,239,1
42,003,1014.00,38300,2015,719,85,35,2627,2,545,52,3346,21.49,862,1538,No,Upper,7.08,128.32,43600,62376,69700,89439,80044,71,1696,1655,1007,1016,522,158,1
42,003,1113.00,38300,2015,1991,82,62,648,2,1780,65,2639,75.45,543,1209,No,Moderate,21.51,60.78,28641,62376,69700,42364,37917,71,1682,1254,238,274,935,473,1
42,003,1203.00,38300,2015,1614,31,0,36,7,1567,9,1650,97.82,475,717,No,Moderate,18.57,51.00,42633,62376,69700,35547,31813,71,973,859,345,345,372,256,1
42,003,1115.00,38300,2015,2466,84,139,764,5,2161,77,3230,76.35,657,1958,No,Moderate,31.07,55.96,19136,62376,69700,39004,34909,39,2204,674,332,332,1626,246,1
42,003,1208.00,38300,2015,741,17,2,118,1,700,21,859,86.26,212,357,No,Moderate,14.98,51.24,30670,62376,69700,35714,31964,71,569,420,192,192,165,212,1
42,003,1106.00,38300,2015,709,48,72,1697,2,517,70,2406,29.47,743,1079,No,Upper,9.32,151.93,81450,62376,69700,105895,94770,71,1138,1128,863,863,216,59,1
42,003,1204.00,38300,2015,834,37,17,35,3,766,11,869,95.97,199,302,No,Moderate,28.78,58.63,22188,62376,69700,40865,36576,71,620,554,169,169,133,318,1
42,003,1017.00,38300,2015,1192,40,67,273,4,1060,21,1465,81.37,398,648,No,Low,16.86,45.51,24878,62376,69700,31720,28389,71,839,753,390,390,258,191,1
42,003,5623.00,38300,2015,1963,63,21,1506,10,1795,74,3469,56.59,831,1437,No,Moderate,23.79,61.30,24325,62376,69700,42726,38239,70,1827,1508,578,578,859,390,1
42,003,1406.00,38300,2015,415,68,85,2587,1,186,75,3002,13.82,819,1369,No,Upper,7.70,166.78,68828,62376,69700,116246,104034,71,1496,1351,938,951,418,127,1
